manifest_index,source_config,task_id,prompt_id,row_id,task_group,length_bucket,policy,status,passed,prefix_len_tokens,middle_len_tokens,suffix_len_tokens,oracle_canvas_tokens,selected_canvas_tokens,selected_minus_oracle,abs_selected_minus_oracle,mask_length_source,selected_score,selected_raw_score,selected_adjusted_score,compile_passed,tier2_smoke_exec_passed,tier3_unit_tests_passed,error_type,error_message,candidate_full_code_sha256,candidate_middle_sha256,total_sec_including_probe,decode_sec,verification_sec,length_probe_sec,mean_final_confidence
10,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/0/1,1,0,HumanEval/0,long,control_fixed64,ok,False,151,18,18,18,64,46,46,fixed,,,,True,True,False,UnitTestFailure,failed: ,c826964b8f12f0c7ba01b8215020e3d3acd9e55ee62e373e003a9dc33f64574c,260e92730dca547d2a4142a6b46fe969929fb1a78ef79e56b2f8d2a96fa73dc9,1.4091735840775073,1.3111615109955892,0.09801207308191806,0.0,0.9765625
11,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/10/L5_L5,L5_L5,342,HumanEval/10,long,control_fixed64,ok,False,192,17,24,17,64,47,47,fixed,,,,False,False,False,SyntaxError,"invalid syntax (<unknown>, line 27)",43c494827ece3fe9ff4e74e5452af4e3d01257ebd98c590a1bc5aa5651c50f96,8f4a5b0986ef5e773634cd865a4ea0f81315a839a918ea23a37cc9067d22d893,1.3869672819855623,1.3866596070001833,0.00030767498537898064,0.0,0.97265625
12,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/95/L8_L8,L8_L8,2584,HumanEval/95,short,control_fixed64,ok,False,237,3,104,3,64,61,61,fixed,,,,True,True,False,UnitTestFailure,failed: First test error: False,77bc490e4a7b5e644e214e950cfb26b2387df43905b716f9aba746fb42e75b4c,f2455f7a4bfd80e393bd4b789a71b31eca7a55df7025bcdb7c2b2cc90a5c7706,1.6905717240297236,1.597584025003016,0.09298769902670756,0.0,0.97265625
13,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/96/L6_L6,L6_L6,2734,HumanEval/96,short,control_fixed64,ok,False,209,3,17,3,64,61,61,fixed,,,,True,True,False,UnitTestFailure,failed: ,8c332d73729714c93ed278299cc4a53cb171da89978844eeea66946fd604af13,4bf80cc0b956cc940dc4f23aef3ebd1d191d3a49f5f2c81e2c5ee1d512f8a821,1.4833160140551627,1.394870518008247,0.08844549604691565,0.0,0.984375
14,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/14/L2_L2,L2_L2,400,HumanEval/14,medium,control_fixed64,ok,False,65,9,14,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: ,c73efdff7d35a6c9e6630c1b6232a65dae182c14f4716ac7d55760f82dfb23dd,c8f368277a9fe4650f8d32333a8174ff0bf28439b09242529f8d7429f7460900,1.393672135018278,1.3016475759795867,0.09202455903869122,0.0,0.97265625
15,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/150/L5_L5,L5_L5,5457,HumanEval/150,short,control_fixed64,ok,False,130,3,8,3,64,61,61,fixed,,,,True,True,False,UnitTestFailure,failed: ,c2bea4cded4922e6d086b5f849ae4e5c7142c47b72c9798854e6567d13bb4043,9d355231c884749d032706ed1e977d22d710ef8e2e84f27f486f8b65f84c4e6e,1.3999301769654267,1.3066450239857659,0.09328515297966078,0.0,0.98828125
16,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/7/1,1,7,HumanEval/7,short,control_fixed64,ok,False,107,4,2,4,64,60,60,fixed,,,,False,False,False,SyntaxError,"unterminated triple-quoted string literal (detected at line 18) (<unknown>, line 16)",c9d1f08aaa50b9727de78025bedeb96d53a40efcbbc92bca5f43e450b0a5583f,249b5d79afe9c847d256e70e0fa0d866e2cc3a577cc393cad3944750fdcd729e,1.296376200974919,1.2962564820190892,0.00011971895582973957,0.0,0.97265625
17,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/32/L7_L8,L7_L8,802,HumanEval/32,medium,control_fixed64,ok,False,368,9,9,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: ,7de828986622ccab198e3f7efab963f882ab85c4889aca6ce33ef8250bf7ee49,9325bc6f4fa1530217ece3c386505e328d9e7c5031239c46c4252103e7380415,1.708976328955032,1.616354921949096,0.09262140700593591,0.0,0.9765625
18,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/13/1,1,13,HumanEval/13,long,control_fixed64,ok,False,72,17,5,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: ,ce63d7e4b7b81f1b0e1b78180175c9093ff693198112577db01b9452537e657b,d623fd57ab855022c53a5161f08ce44a0e2362b140fe2f9d2692db8e6e7edee1,1.3932901920052245,1.2985378250014037,0.09475236700382084,0.0,0.98828125
19,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/30/1,1,30,HumanEval/30,medium,control_fixed64,ok,False,129,9,2,9,64,55,55,fixed,,,,False,False,False,SyntaxError,"unterminated triple-quoted string literal (detected at line 17) (<unknown>, line 15)",02dfb7a05632677dc97548ea303c83eedb8b3adb87d7a1d242c8ca409b31c66b,b460da2952f7115e4a4c947a2ec1de1214ebb11d17a63e313c57d8625390e5ee,1.3042673170566559,1.3041815460310318,8.57710256241262e-05,0.0,0.9921875
20,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L2_L4,L2_L4,1209,HumanEval/56,long,control_fixed64,ok,False,112,17,25,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: ,b99614d1743ccf6e6653c1e8b07cfafeecec0501f985854b8036c28100ab81d3,a697fea60120fd3565e3b07ced8b2b3a823f0af5f33c57a8beb88168db88987c,1.4005189120071009,1.3062260529841296,0.09429285902297124,0.0,0.9921875
21,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/36/1,1,36,HumanEval/36,long,control_fixed64,ok,False,106,17,48,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: ,ab970023b4a1e1ec262dcfe145bd7b0dcb23fb909b9f1c7c12b4c0e90f15d71e,e5d0119d6f4ce3d60e9071f2c82a4f69c89edbee810741d3675a32e35ab697b8,1.3969181869761087,1.3044435560004786,0.09247463097563013,0.0,0.9765625
22,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/87/1,1,87,HumanEval/87,long,control_fixed64,ok,False,291,17,29,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: ,43c24bec02f99d1d66c709c2e661ee052cfb6ab7dbe8c9569ecab3da1d4df694,55ec9c6485f718a2d4f7c1ea59abaaebc89a5214d9f0fd8f7cbf2cc3db07b6d8,1.5534076908952557,1.4567094639642164,0.09669822693103924,0.0,0.9609375
23,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/151/1,1,151,HumanEval/151,long,control_fixed64,ok,False,162,17,2,17,64,47,47,fixed,,,,False,False,False,SyntaxError,"unterminated triple-quoted string literal (detected at line 22) (<unknown>, line 19)",abb61bfc192cc0a98d4cbb4ab8dd54ce633114064c3f540659b7a3278c9592f1,d027fbbe8cd1ca45098f34ec74377398a7772dca82c9f905cc776b45d9a9413d,1.305147179053165,1.3050563110155053,9.086803765967488e-05,0.0,0.9765625
24,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/15/3,3,152,HumanEval/15,medium,control_fixed64,ok,True,77,9,5,9,64,55,55,fixed,,,,True,True,True,,,0ff9dd5318b433c861b68c16e8fe0a65c5bcbfee23a0a8489ac00564d07bf31a,a0f1a2d188bde4d776cf47ae540b9489b046cdffdfdc2ee08dd83832ac6bf42d,1.391896535991691,1.2947779419482686,0.09711859404342249,0.0,0.9609375
25,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/97/1,1,97,HumanEval/97,medium,control_fixed64,ok,True,123,9,8,9,64,55,55,fixed,,,,True,True,True,,,9e59f17aac42f7fa388991ffb11bff6a2da7cb46ab5ac0f2a594981d2c674f41,dfbc9bdada05e8773f45a258dfbf6a60feb4ae531423c386e71c73ffbc70f7f2,1.3905540709383786,1.2994225039728917,0.09113156696548685,0.0,1.0
26,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/13/6,6,135,HumanEval/13,short,control_fixed64,ok,True,88,1,4,1,64,63,63,fixed,,,,True,True,True,,,3e0ce1dab2c8e2847cf6502f651c7f39cbf7bebb85484b83bfb609c496c8acb9,d1e17719464b8a308fb0d51a6621325afe021f2e3d1cfe9692f2af97574ffcc6,1.3932846870739013,1.3000178030342795,0.0932668840396218,0.0,0.99609375
27,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/8/9,9,88,HumanEval/8,short,control_fixed64,ok,True,137,1,22,1,64,63,63,fixed,,,,True,True,True,,,104b2b9bce06263699def7b11552ba34c669972bb6ab2bfa7fcdb04131d5a34b,3c008d5c759a65b16a72df4918635dac728121561b83f155d16a3ace872a4f47,1.391222736099735,1.2969258550438099,0.09429688105592504,0.0,0.9609375
28,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/11/7,7,116,HumanEval/11,short,control_fixed64,ok,True,137,1,3,1,64,63,63,fixed,,,,True,True,True,,,395c5c902d99582d32c6c588bf12ebefb76ed5c927a884af1639790fc772c6e4,cc35bbf57314eb2788255bc9fef261f01bd1880fa1270787fcc3e2b98a64e09f,1.3972906169947237,1.3026639909949154,0.09462662599980831,0.0,0.95703125
29,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/17/7,7,176,HumanEval/17,medium,control_fixed64,ok,True,195,9,18,9,64,55,55,fixed,,,,True,True,True,,,13ac4851e634b561c9b1bbe5379325e5e71549c4d655f0701e363ed66ab3d04c,b54b374d48bb1a4a9f9a010fb5a223f447dc76e59191167be7dd544102c4cd2b,1.4795498639578,1.3854904279578477,0.09405943599995226,0.0,0.97265625
30,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/16/4,4,163,HumanEval/16,short,control_fixed64,ok,True,79,1,3,1,64,63,63,fixed,,,,True,True,True,,,e66d6b73e42ff170bc36c2bffd3e9c26a4d29672d897c435858ccd0929e07d2e,437422dcee333e23055c738a409ffefbb883abfc48ca7150bfc9ca34a7675578,1.3911618819693103,1.3000762260053307,0.09108565596397966,0.0,0.97265625
31,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/43/8,8,437,HumanEval/43,long,control_fixed64,ok,True,180,17,13,17,64,47,47,fixed,,,,True,True,True,,,efa3a4dbbde954c4538fa98e6704dc2a776778f11335f5c6294c3b6dda646d4f,d03df4c8abe1a8953552eb424049cc4932bc8c64cc8c2712df8697dc848d016b,1.4475310989655554,1.3547388509614393,0.09279224800411612,0.0,0.9765625
32,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/29/4,4,293,HumanEval/29,medium,control_fixed64,ok,True,95,9,6,9,64,55,55,fixed,,,,True,True,True,,,e39c6ebed7f0b51375ff74e1d9a2d8a2680fdab779711b79afe1ff3d7963e963,fe4df96a5be1bebb0471ab244c07324a2fd382d7fd9c474ed3720b26584e6e85,1.3996621869737282,1.303602244996,0.09605994197772816,0.0,0.98046875
33,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/44/L2_L3,L2_L3,1092,HumanEval/44,long,control_fixed64,ok,True,117,17,4,17,64,47,47,fixed,,,,True,True,True,,,e3bb3b9bcd9709f4a11997b87ebad36b5a835b6fea3ea187c6f68148eb4a525d,265d20800a433f37873e27c8b2d883ea1e18e38715daa3ea83e58b8f92469a78,1.3845756470109336,1.2935087869991548,0.09106686001177877,0.0,1.0
34,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/141/1,1,141,HumanEval/141,extreme,control_fixed64,ok,True,248,72,41,72,64,-8,8,fixed,,,,True,True,True,,,3759e90194cbc61393f0640f29d5f344ca6aae542a8dd3013e028c302ea4f46f,d26e2691b28284d0defa3fda94aba2bd37489c2461dcd3714befd880f2add823,1.5276695029460825,1.4399068290367723,0.08776267390931025,0.0,0.99609375
35,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/105/1,1,105,HumanEval/105,extreme,control_fixed64,ok,True,296,79,52,79,64,-15,15,fixed,,,,True,True,True,,,75814da448572b2c4e6bd7b2e00574175ba481285b65b9639a5e2e8024e71621,ec5bb173ed2bc12b5dcca0334b8e522300617ed1482f93c1d145d572254bd4ed,1.6922642350546084,1.601670951989945,0.09059328306466341,0.0,0.984375
36,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/20/1,1,200,HumanEval/20,extreme,control_fixed64,ok,False,186,107,2,107,64,-43,43,fixed,,,,True,True,False,UnitTestFailure,failed: '<' not supported between instances of 'float' and 'NoneType',1c8d92c912ae4cda537b9380263804fd34d2b186893e96a2d18dbf9822be9708,405edcc388f14ab23cd195a8698c3e717a36b64650a8d9e137551230927a4f08,1.3985851909965277,1.3107521560159512,0.08783303498057649,0.0,0.97265625
37,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/99/2,2,991,HumanEval/99,extreme,control_fixed64,ok,False,171,113,12,113,64,-49,49,fixed,,,,True,True,False,UnitTestFailure,failed: Test 2,d36d782dd5ae283ee1a46bff21577f51a17bdaeb6eeb56856ddae52d90597024,f21cf436ef6c3549bcba3ae8eea1ffda39620e0c5e458695af9ef851d5e3e507,1.3961065209005028,1.3077605099533685,0.08834601094713435,0.0,0.96875
38,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/127/L0_L15,L0_L15,4106,HumanEval/127,extreme,control_fixed64,ok,False,270,129,0,129,64,-65,65,fixed,,,,False,False,False,SyntaxError,"'(' was never closed (<unknown>, line 28)",1f9627ff1d3f28fff684f19cc1d9ce6ad98b9b1a0fe4ce583344400824e2e1f2,0fb2ac57452f1493f54bcba362120742e291f7d526e995f33bd3217d7fc3bc87,1.4294514959328808,1.4293137209606357,0.00013777497224509716,0.0,0.98046875
39,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/94/2,2,941,HumanEval/94,extreme,control_fixed64,ok,False,331,114,3,114,64,-50,50,fixed,,,,False,False,False,SyntaxError,"unindent does not match any outer indentation level (<unknown>, line 15)",0eb4bbb8a7a4d1af25adaf7465d9af1ccba4879076a97b765683c447a708891f,d33ba6710a52ea6474041c58c10793612c6453f423477b49c29a36c1329ec756,1.5986749890143983,1.5985847110277973,9.027798660099506e-05,0.0,0.9921875
40,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/132/L0_L15,L0_L15,4597,HumanEval/132,extreme,control_fixed64,ok,False,147,131,3,131,64,-67,67,fixed,,,,True,True,False,UnitTestFailure,failed: This prints if this assert fails 1 (good for debugging!),5ae16468d863a2adb49aa791f67e55e120f9704c20c265dc6382df9a46d5ad54,5030b9228b71128f885a7bcdbb5fc850e10f6185f529eb9a122a4749605ba85f,1.3939849950838834,1.3010445719701238,0.09294042311375961,0.0,0.9921875
41,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/156/1,1,1560,HumanEval/156,extreme,control_fixed64,ok,False,171,114,15,114,64,-50,50,fixed,,,,True,True,False,UnitTestFailure,"failed: can only concatenate str (not ""int"") to str",d4261f6309bc18c6f77097b4987ac60e0f0b38241067ed08b3dd03b3018499e3,ed28c22d4294f2caecc94aa99998506f7cbb9b6ad147bbceb6a384546edb54cf,1.4052481559920125,1.3118801289820112,0.09336802701000124,0.0,0.9921875
42,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/107/L0_L11,L0_L11,3281,HumanEval/107,extreme,control_fixed64,ok,False,234,134,0,134,64,-70,70,fixed,,,,False,False,False,SyntaxError,"invalid syntax (<unknown>, line 34)",e1271fa8d0261ad288ba91f7bcf960391ce35689902ca2de42824b195722054d,115896b30a1be0a7a49369279b9c3dbf1800053d832344c2747f8d64e40a3136,1.3975053170579486,1.397324612014927,0.00018070504302158952,0.0,0.96484375
43,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/2/4,4,23,HumanEval/2,short,control_fixed64,ok,False,87,1,8,1,64,63,63,fixed,,,,True,True,False,UnitTestFailure,failed: ,c7351f59b833d8cb8af22f685546d6826c2096b883e07b5d76583a3ffe6fe25b,b890b3f33659383b8faeaa7588f292e96826017a078fb78b4d0d75a21c69a77f,1.4010009571211413,1.3043673150241375,0.09663364209700376,0.0,0.984375
44,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/148/L0_L8,L0_L8,5369,HumanEval/148,extreme,control_fixed64,ok,False,220,140,0,140,64,-76,76,fixed,,,,True,True,False,UnitTestFailure,failed: object of type 'NoneType' has no len(),d65a36621cb8e5920cded50ccd06b7ddd21bcfaf5f61687d286ea148eaf0b698,00aa03ec404b042356feff57095686f6f7ad27cd3a1dcebce79cc164dd5cde1c,1.4847736320225522,1.3903942240285687,0.09437940799398348,0.0,0.9921875
45,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/3/3,3,32,HumanEval/3,medium,control_fixed64,ok,False,135,9,15,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: name 'balnce' is not defined,aca0b428d25190ac43808981a96a16be992f1b2d91e61b26b8bf9290a728e24a,f874b2dc0a11ce7ccfed1af0a160846d4c8622087c54deb82b30e53c38fde97e,1.394778296991717,1.3010392719879746,0.09373902500374243,0.0,0.9765625
46,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L16_L16,L16_L16,132,HumanEval/1,short,control_fixed64,ok,False,216,4,0,4,64,60,60,fixed,,,,False,False,False,SyntaxError,"unterminated triple-quoted string literal (detected at line 35) (<unknown>, line 35)",994f1168e8cc48d3b4923c8ee50f75007f9cffe2f1da090fa62161f244f2eefe,c5b77a0c1e772e83a76648d0b741e69fb95dd06f3dbffc80511184b4ea38d03a,1.3846436280291528,1.38447042403277,0.0001732039963826537,0.0,0.984375
47,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/39/2,2,391,HumanEval/39,extreme,control_fixed64,ok,False,106,117,6,117,64,-53,53,fixed,,,,True,True,False,UnitTestFailure,failed: name 'is_prime' is not defined,3b92e4e5384fb16d7110ff6ec563f11bcdc2de4ebe487837bef39ac23d24a4ea,fdbbae78e3b0f650638fa531921970d139443b364bc5a638f3ca9f3bc4d9320c,1.3964941210579127,1.3011215970036574,0.09537252405425534,0.0,0.99609375
0,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/23/1,1,23,HumanEval/23,short,best_deployable_cal_lite_alpha006,ok,False,48,2,3,2,3,1,1,cal_lite,0.43810338528202064,0.41015625,0.43810338528202064,True,True,False,UnitTestFailure,failed: name '__len__' is not defined,28799c75fcadfc7496fb4e9ee1192ae003cb6462d50a33f172ba9f72b17c2250,026bc27ddf58fdb6a773e2eb20ad6bbdf21e39ccf364f4c3ee3c6c9d217e8a52,1.7112574329366907,1.2581026050029323,0.09583957400172949,0.357315253932029,1.0
1,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/24/L0_L0,L0_L0,630,HumanEval/24,medium,best_deployable_cal_lite_alpha006,ok,False,53,9,14,9,8,-1,1,cal_lite,1.0886306085264315,0.9609375,1.0886306085264315,True,True,False,UnitTestFailure,failed: integer division or modulo by zero,e1676d78e72195de85df81c81e6790b7ee9d5a91a45fbe22b45480c166b2ef42,2055a8a83f4d54d7eefd84c0f5fb74b3979f849263492ed30c36ea9865a1d637,1.66206891607726,1.2538046239642426,0.09749483404448256,0.31076945806853473,1.0
2,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/10/5,5,104,HumanEval/10,medium,best_deployable_cal_lite_alpha006,ok,False,217,9,7,9,15,6,6,cal_lite,1.1166878318972957,0.94921875,1.1166878318972957,True,True,False,UnitTestFailure,failed: ,4243661d32c244bd7a823301aca6ce5c7d8605959d8036fc3b4f626b078522db,91f2fad2e972870e21f9db6f931fc8cc7e3a7821287fd4448a84a5151603f76c,1.7069638858665712,1.2890601799590513,0.09602797200204805,0.32187573390547186,0.95703125
3,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/12/L4_L5,L4_L5,385,HumanEval/12,long,best_deployable_cal_lite_alpha006,ok,False,133,17,4,17,4,-13,13,cal_lite,0.9678732369372705,0.890625,0.9678732369372705,False,False,False,SyntaxError,"expected 'except' or 'finally' block (<unknown>, line 19)",37b1d5a6272f99fc2d10503a392c2da0e8a91e16e70233a51865edd5f64264a9,ada5c66e17b145397834b8c854dc4193e2125180a8996a14c31883326b2efbcf,1.5846271691843867,1.2657618270022795,0.00017854198813438416,0.3186868001939729,0.99609375
4,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/119/1,1,119,HumanEval/119,extreme,best_deployable_cal_lite_alpha006,ok,False,178,69,50,69,11,-58,58,cal_lite,0.7217114217333993,0.625,0.7217114217333993,True,True,False,UnitTestFailure,failed: name 'balance' is not defined,37b273b1a953327ccd7346ee48ebac216349d8f2abdc5b82e46906b9c504cf9e,22303192fa6611f6342156c605c9fce296ceb95d21f82b13ca9672c3a174a0f0,1.699079985206481,1.2855681090150028,0.09588267910294235,0.3176291970885359,0.9296875
5,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/5/1,1,5,HumanEval/5,long,best_deployable_cal_lite_alpha006,ok,False,122,17,16,17,3,-14,14,cal_lite,0.8970688365298518,0.83984375,0.8970688365298518,False,False,False,SyntaxError,"expected an indented block after 'for' statement on line 17 (<unknown>, line 19)",bf41518d563e4878bf44966c1680342f2b0c53c357a867b1353a04d22d434a84,79aefcec211f76df80e4e43304c827ab00a2aa4833879b34c407f8ceb04ea575,1.5921599041321315,1.2710615340038203,0.00018882699077948928,0.3209095431375317,0.99609375
6,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/48/L1_L1,L1_L1,1145,HumanEval/48,long,best_deployable_cal_lite_alpha006,ok,False,96,17,8,17,6,-11,11,cal_lite,1.0700010819125025,0.9609375,1.0700010819125025,True,True,False,UnitTestFailure,failed: ,6e04e71f63fadd57d39b8a40bd82d59f51acdfcaccfefda72ada3244c0ff1b92,683c8484d1193f9cc12ea2152e61f7169e7b3bf0c5319ef07578290a0bbec88f,1.6688677328638732,1.259681687981356,0.09528195101302117,0.31390409386949614,0.94921875
