task_id,task_group,case_pool,historical_error_type,oracle_length,oracle_sufficient_length,c_passed,c_compile_passed,c_error_type,c_hash,c_stop_reason,c_early_commit_triggered,c_actual_forward_steps,c_effective_update_steps,e_passed,e_compile_passed,e_error_type,e_hash,e_hash_changed_vs_c,e_correctness_changed_vs_c,e_compile_status_changed_vs_c,e_error_type_changed_vs_c,e_actual_forward_steps,e_effective_update_steps,f_passed,f_compile_passed,f_error_type,f_hash,f_hash_changed_vs_c,f_correctness_changed_vs_c,f_compile_status_changed_vs_c,f_error_type_changed_vs_c,f_actual_forward_steps,f_effective_update_steps,g_passed,g_compile_passed,g_error_type,g_hash,g_hash_changed_vs_c,g_correctness_changed_vs_c,g_compile_status_changed_vs_c,g_error_type_changed_vs_c,g_actual_forward_steps,g_effective_update_steps,unique_candidate_hash_count_c_efg,any_efg_passed,any_refinement_incremental_over_c,incremental_correct_actions_over_c,passing_actions,hash_changed_actions_vs_c,correctness_changed_actions_vs_c,compile_changed_actions_vs_c,error_type_changed_actions_vs_c
SingleLineInfilling/HumanEval/152/L0,HumanEval/152,triggered_failed_long,UnitTestFailure,18,32,False,True,UnitTestFailure,e7a9ca23ba958746108bf1e450657775d722541abfae7e05c83a377ad552bd3d,global_gap_early_commit,True,47,24,False,True,UnitTestFailure,e7a9ca23ba958746108bf1e450657775d722541abfae7e05c83a377ad552bd3d,False,False,False,False,64,32,False,True,UnitTestFailure,e7a9ca23ba958746108bf1e450657775d722541abfae7e05c83a377ad552bd3d,False,False,False,False,63,4,False,True,UnitTestFailure,e7a9ca23ba958746108bf1e450657775d722541abfae7e05c83a377ad552bd3d,False,False,False,False,71,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/157/L0,HumanEval/157,triggered_failed_long,UnitTestFailure,29,32,False,True,UnitTestFailure,fffd480cfe71cd908790fede586756d9290930f34b2cfe3a440a9b1b74ae7c99,no_remaining_masks,False,64,32,False,True,UnitTestFailure,fffd480cfe71cd908790fede586756d9290930f34b2cfe3a440a9b1b74ae7c99,False,False,False,False,64,32,False,True,UnitTestFailure,fffd480cfe71cd908790fede586756d9290930f34b2cfe3a440a9b1b74ae7c99,False,False,False,False,80,4,False,True,UnitTestFailure,fffd480cfe71cd908790fede586756d9290930f34b2cfe3a440a9b1b74ae7c99,False,False,False,False,88,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/158/L0,HumanEval/158,triggered_failed_long,SyntaxError,21,32,False,False,SyntaxError,f88bcd4aeabe44e1582d555d0ff2c1002bc289db3a43849e9d20e6bdf59c7243,no_remaining_masks,False,64,32,False,False,SyntaxError,f88bcd4aeabe44e1582d555d0ff2c1002bc289db3a43849e9d20e6bdf59c7243,False,False,False,False,64,32,False,False,SyntaxError,f88bcd4aeabe44e1582d555d0ff2c1002bc289db3a43849e9d20e6bdf59c7243,False,False,False,False,80,4,False,False,SyntaxError,f88bcd4aeabe44e1582d555d0ff2c1002bc289db3a43849e9d20e6bdf59c7243,False,False,False,False,88,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/162/L1,HumanEval/162,triggered_failed_long,SyntaxError,19,32,False,False,SyntaxError,1726e8b95c356e4927b76b16312571d6e99921616228c38934329bd2ef50de2e,no_remaining_masks,False,64,32,False,False,SyntaxError,1726e8b95c356e4927b76b16312571d6e99921616228c38934329bd2ef50de2e,False,False,False,False,64,32,False,False,SyntaxError,1726e8b95c356e4927b76b16312571d6e99921616228c38934329bd2ef50de2e,False,False,False,False,80,4,False,False,SyntaxError,1726e8b95c356e4927b76b16312571d6e99921616228c38934329bd2ef50de2e,False,False,False,False,88,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/163/L3,HumanEval/163,triggered_failed_long,UnitTestFailure,25,32,False,True,UnitTestFailure,b5de22a512312438763e0a22cc2c6415891f72ea98c9c006252071013dc4de0a,no_remaining_masks,False,64,32,False,True,UnitTestFailure,b5de22a512312438763e0a22cc2c6415891f72ea98c9c006252071013dc4de0a,False,False,False,False,64,32,False,True,UnitTestFailure,b5de22a512312438763e0a22cc2c6415891f72ea98c9c006252071013dc4de0a,False,False,False,False,80,4,False,True,UnitTestFailure,b5de22a512312438763e0a22cc2c6415891f72ea98c9c006252071013dc4de0a,False,False,False,False,88,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/17/L1,HumanEval/17,triggered_failed_long,UnitTestFailure,19,32,False,True,UnitTestFailure,6dd6a530cc08783c24983bbc18e617228b124648f58f3f004653a2cce32974ae,global_gap_early_commit,True,63,32,False,True,UnitTestFailure,6dd6a530cc08783c24983bbc18e617228b124648f58f3f004653a2cce32974ae,False,False,False,False,64,32,False,True,UnitTestFailure,6dd6a530cc08783c24983bbc18e617228b124648f58f3f004653a2cce32974ae,False,False,False,False,79,4,False,True,UnitTestFailure,6dd6a530cc08783c24983bbc18e617228b124648f58f3f004653a2cce32974ae,False,False,False,False,87,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/19/L12,HumanEval/19,triggered_failed_long,SyntaxError,27,32,False,False,SyntaxError,fa43b8986c1526ddf2670a5bc1e83274aecef7fae2106321ee1054f7559fd3fc,global_gap_early_commit,True,63,32,False,False,SyntaxError,fa43b8986c1526ddf2670a5bc1e83274aecef7fae2106321ee1054f7559fd3fc,False,False,False,False,64,32,False,False,SyntaxError,fa43b8986c1526ddf2670a5bc1e83274aecef7fae2106321ee1054f7559fd3fc,False,False,False,False,79,4,False,False,SyntaxError,fa43b8986c1526ddf2670a5bc1e83274aecef7fae2106321ee1054f7559fd3fc,False,False,False,False,87,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/21/L2,HumanEval/21,triggered_failed_long,SyntaxError,22,32,False,False,SyntaxError,ab2e64d50ffe4a4bc76195c87f5e73bcb8e69076e66885d2d19c334b97a995f2,no_remaining_masks,False,64,32,False,False,SyntaxError,ab2e64d50ffe4a4bc76195c87f5e73bcb8e69076e66885d2d19c334b97a995f2,False,False,False,False,64,32,False,False,SyntaxError,ab2e64d50ffe4a4bc76195c87f5e73bcb8e69076e66885d2d19c334b97a995f2,False,False,False,False,80,4,False,False,SyntaxError,ab2e64d50ffe4a4bc76195c87f5e73bcb8e69076e66885d2d19c334b97a995f2,False,False,False,False,88,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/26/L2,HumanEval/26,triggered_failed_long,SyntaxError,17,32,False,False,SyntaxError,e834075e692a1d6e860dfc0693dc130c87afe77431e47cea26478d9ab19b904f,global_gap_early_commit,True,60,31,False,False,SyntaxError,e834075e692a1d6e860dfc0693dc130c87afe77431e47cea26478d9ab19b904f,False,False,False,False,64,32,False,False,SyntaxError,e834075e692a1d6e860dfc0693dc130c87afe77431e47cea26478d9ab19b904f,False,False,False,False,76,4,False,False,SyntaxError,e834075e692a1d6e860dfc0693dc130c87afe77431e47cea26478d9ab19b904f,False,False,False,False,84,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/4/L1,HumanEval/4,triggered_failed_long,SyntaxError,19,32,False,False,SyntaxError,2e67c68dfa8d9f07aa5afbf9c47f0acc31bb719fe0d0785ed43d8f44e980d900,global_gap_early_commit,True,60,31,False,False,SyntaxError,2e67c68dfa8d9f07aa5afbf9c47f0acc31bb719fe0d0785ed43d8f44e980d900,False,False,False,False,64,32,False,False,SyntaxError,2e67c68dfa8d9f07aa5afbf9c47f0acc31bb719fe0d0785ed43d8f44e980d900,False,False,False,False,76,4,False,False,SyntaxError,2e67c68dfa8d9f07aa5afbf9c47f0acc31bb719fe0d0785ed43d8f44e980d900,False,False,False,False,84,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/51/L0,HumanEval/51,triggered_failed_long,SyntaxError,34,34,False,True,UnitTestFailure,fb43d7f1719e7f3e56b7ddc201f4bcc1b56488197123d50674181fe4c4a0a09a,global_gap_early_commit,True,42,23,False,True,UnitTestFailure,c03cf30ba8c31706867480075f93c45d83a15d8aa0c8ebe5f927de27e104e44e,True,False,False,False,64,34,False,True,UnitTestFailure,c65f21bdf2e4525b78acd3f903fa8002f277be933f169d544e13842ae7885386,True,False,False,False,58,4,False,True,UnitTestFailure,fb43d7f1719e7f3e56b7ddc201f4bcc1b56488197123d50674181fe4c4a0a09a,False,False,False,False,66,7,3,False,False,,,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask,,,
SingleLineInfilling/HumanEval/6/L12,HumanEval/6,triggered_failed_long,SyntaxError,21,32,False,False,SyntaxError,80ada23c1b2751eca7def73b283ce4d22adbeb3959c3ce60b614de436a3fc36d,global_gap_early_commit,True,60,31,False,False,SyntaxError,80ada23c1b2751eca7def73b283ce4d22adbeb3959c3ce60b614de436a3fc36d,False,False,False,False,64,32,False,False,SyntaxError,80ada23c1b2751eca7def73b283ce4d22adbeb3959c3ce60b614de436a3fc36d,False,False,False,False,76,4,False,False,SyntaxError,80ada23c1b2751eca7def73b283ce4d22adbeb3959c3ce60b614de436a3fc36d,False,False,False,False,84,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/62/L0,HumanEval/62,triggered_failed_long,UnitTestFailure,20,32,False,True,UnitTestFailure,bac36bec7ffd67dba1665a23ee2ea5ec5f615db028dcc35e0a295e18f495e821,global_gap_early_commit,True,59,30,False,True,UnitTestFailure,bac36bec7ffd67dba1665a23ee2ea5ec5f615db028dcc35e0a295e18f495e821,False,False,False,False,64,32,False,True,UnitTestFailure,bac36bec7ffd67dba1665a23ee2ea5ec5f615db028dcc35e0a295e18f495e821,False,False,False,False,75,4,False,True,UnitTestFailure,bac36bec7ffd67dba1665a23ee2ea5ec5f615db028dcc35e0a295e18f495e821,False,False,False,False,83,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/77/L1,HumanEval/77,triggered_failed_long,SyntaxError,19,32,False,False,SyntaxError,e6b91b0e5802fb26bf6722ba5deec813b66e63ab4dc1d5597954ed93b175a5fb,no_remaining_masks,False,64,32,False,False,SyntaxError,e6b91b0e5802fb26bf6722ba5deec813b66e63ab4dc1d5597954ed93b175a5fb,False,False,False,False,64,32,False,False,SyntaxError,e6b91b0e5802fb26bf6722ba5deec813b66e63ab4dc1d5597954ed93b175a5fb,False,False,False,False,80,4,False,False,SyntaxError,e6b91b0e5802fb26bf6722ba5deec813b66e63ab4dc1d5597954ed93b175a5fb,False,False,False,False,88,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/79/L0,HumanEval/79,triggered_failed_long,SyntaxError,17,32,False,False,SyntaxError,ee22aa4059557bf13cee6bfabc910217ab78e5cabb92d31a0e87a556c6512c91,global_gap_early_commit,True,43,22,False,True,UnitTestFailure,9e686c7430de4c996d8b6cd9a8e1d1561059113adf40dcd0d9b849bfb9009cce,True,False,True,True,64,32,False,False,SyntaxError,ee22aa4059557bf13cee6bfabc910217ab78e5cabb92d31a0e87a556c6512c91,False,False,False,False,59,4,False,False,SyntaxError,ee22aa4059557bf13cee6bfabc910217ab78e5cabb92d31a0e87a556c6512c91,False,False,False,False,67,7,2,False,False,,,E_oracle_sufficient_no_early_commit,,E_oracle_sufficient_no_early_commit,E_oracle_sufficient_no_early_commit
SingleLineInfilling/HumanEval/83/L1,HumanEval/83,triggered_failed_long,UnitTestFailure,17,32,False,True,UnitTestFailure,96dcc8c98b3248609298a3c9a7647c9fe0eae5554b83a734ae04398f5a2bd80e,global_gap_early_commit,True,44,23,False,True,UnitTestFailure,f50621721ac550fac991239272d45a770e826b8f315b5635ca852a3f1e3b9e75,True,False,False,False,64,32,False,True,UnitTestFailure,f50621721ac550fac991239272d45a770e826b8f315b5635ca852a3f1e3b9e75,True,False,False,False,60,4,False,True,UnitTestFailure,96dcc8c98b3248609298a3c9a7647c9fe0eae5554b83a734ae04398f5a2bd80e,False,False,False,False,68,7,2,False,False,,,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask,,,
SingleLineInfilling/HumanEval/84/L0,HumanEval/84,triggered_failed_long,UnitTestFailure,17,32,False,True,UnitTestFailure,ff07d3be1646c9b5acc1177989fcecb1125df03fb2edbac36e15f2bc2d3bce84,no_remaining_masks,False,64,32,False,True,UnitTestFailure,ff07d3be1646c9b5acc1177989fcecb1125df03fb2edbac36e15f2bc2d3bce84,False,False,False,False,64,32,False,True,UnitTestFailure,ff07d3be1646c9b5acc1177989fcecb1125df03fb2edbac36e15f2bc2d3bce84,False,False,False,False,80,4,False,True,UnitTestFailure,ff07d3be1646c9b5acc1177989fcecb1125df03fb2edbac36e15f2bc2d3bce84,False,False,False,False,88,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/85/L0,HumanEval/85,triggered_failed_long,SyntaxError,32,32,False,False,SyntaxError,ff82f09561d32c7f5c790a0f7dd3028043ede4ca0269f6d3fc4bee7e663668d0,global_gap_early_commit,True,63,32,False,False,SyntaxError,ff82f09561d32c7f5c790a0f7dd3028043ede4ca0269f6d3fc4bee7e663668d0,False,False,False,False,64,32,False,False,SyntaxError,ff82f09561d32c7f5c790a0f7dd3028043ede4ca0269f6d3fc4bee7e663668d0,False,False,False,False,79,4,False,False,SyntaxError,ff82f09561d32c7f5c790a0f7dd3028043ede4ca0269f6d3fc4bee7e663668d0,False,False,False,False,87,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/86/L0,HumanEval/86,triggered_failed_long,UnitTestFailure,21,32,False,True,UnitTestFailure,32ea1658002d801ce2d15567dfdfec7ea71eb3109ff777a948defbfddb4b8551,global_gap_early_commit,True,63,32,False,True,UnitTestFailure,32ea1658002d801ce2d15567dfdfec7ea71eb3109ff777a948defbfddb4b8551,False,False,False,False,64,32,False,True,UnitTestFailure,32ea1658002d801ce2d15567dfdfec7ea71eb3109ff777a948defbfddb4b8551,False,False,False,False,79,4,False,True,UnitTestFailure,32ea1658002d801ce2d15567dfdfec7ea71eb3109ff777a948defbfddb4b8551,False,False,False,False,87,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/87/L1,HumanEval/87,triggered_failed_long,UnitTestFailure,27,32,False,True,UnitTestFailure,8f18baae40efc6d3e45be48c990f404e7c79621a1a966e30ccb845625788c41c,global_gap_early_commit,True,41,21,False,True,UnitTestFailure,8f18baae40efc6d3e45be48c990f404e7c79621a1a966e30ccb845625788c41c,False,False,False,False,64,32,False,True,UnitTestFailure,8f18baae40efc6d3e45be48c990f404e7c79621a1a966e30ccb845625788c41c,False,False,False,False,57,4,False,True,UnitTestFailure,8f18baae40efc6d3e45be48c990f404e7c79621a1a966e30ccb845625788c41c,False,False,False,False,65,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/88/L0,HumanEval/88,triggered_failed_long,SyntaxError,34,34,False,True,UnitTestFailure,e093c411e13a3a403c04343b166a6df4307b4f994f0b38d2ca49ff6c9830068d,global_gap_early_commit,True,57,31,False,True,UnitTestFailure,e093c411e13a3a403c04343b166a6df4307b4f994f0b38d2ca49ff6c9830068d,False,False,False,False,64,34,False,True,UnitTestFailure,e093c411e13a3a403c04343b166a6df4307b4f994f0b38d2ca49ff6c9830068d,False,False,False,False,73,4,False,True,UnitTestFailure,e093c411e13a3a403c04343b166a6df4307b4f994f0b38d2ca49ff6c9830068d,False,False,False,False,81,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/91/L2,HumanEval/91,triggered_failed_long,UnitTestFailure,20,32,False,True,UnitTestFailure,511e7c07299d389836f20c6eef0c1c27f2053657d5410989d8b0be36002a772e,global_gap_early_commit,True,41,21,False,True,UnitTestFailure,511e7c07299d389836f20c6eef0c1c27f2053657d5410989d8b0be36002a772e,False,False,False,False,64,32,False,True,UnitTestFailure,511e7c07299d389836f20c6eef0c1c27f2053657d5410989d8b0be36002a772e,False,False,False,False,57,4,False,True,UnitTestFailure,511e7c07299d389836f20c6eef0c1c27f2053657d5410989d8b0be36002a772e,False,False,False,False,65,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/97/L0,HumanEval/97,triggered_failed_long,UnitTestFailure,18,32,False,True,UnitTestFailure,5023892c397900c979000bf00eb515bc8449cb029a83e44119058502bb1a1219,global_gap_early_commit,True,41,21,False,True,UnitTestFailure,5023892c397900c979000bf00eb515bc8449cb029a83e44119058502bb1a1219,False,False,False,False,64,32,False,True,UnitTestFailure,5023892c397900c979000bf00eb515bc8449cb029a83e44119058502bb1a1219,False,False,False,False,57,4,False,True,UnitTestFailure,5023892c397900c979000bf00eb515bc8449cb029a83e44119058502bb1a1219,False,False,False,False,65,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/10/L5,HumanEval/10,missed_failed_long,UnitTestFailure,17,17,True,True,,0eb4a9f34fab2d76197dd28bd269312ab310033ff9dff6cc8f8fb68010cf68ec,global_gap_early_commit,True,41,12,True,True,,0eb4a9f34fab2d76197dd28bd269312ab310033ff9dff6cc8f8fb68010cf68ec,False,False,False,False,64,17,True,True,,0eb4a9f34fab2d76197dd28bd269312ab310033ff9dff6cc8f8fb68010cf68ec,False,False,False,False,57,2,True,True,,0eb4a9f34fab2d76197dd28bd269312ab310033ff9dff6cc8f8fb68010cf68ec,False,False,False,False,65,4,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/104/L2,HumanEval/104,missed_failed_long,UnitTestFailure,20,20,False,True,UnitTestFailure,1952b01d64111379e06bb00705e62f91311966a7deaa02a1e75dbbc2a7d6aad3,global_gap_early_commit,True,42,14,False,True,UnitTestFailure,1952b01d64111379e06bb00705e62f91311966a7deaa02a1e75dbbc2a7d6aad3,False,False,False,False,64,20,False,True,UnitTestFailure,1952b01d64111379e06bb00705e62f91311966a7deaa02a1e75dbbc2a7d6aad3,False,False,False,False,58,2,False,True,UnitTestFailure,1952b01d64111379e06bb00705e62f91311966a7deaa02a1e75dbbc2a7d6aad3,False,False,False,False,66,4,1,False,False,,,,,,
SingleLineInfilling/HumanEval/107/L7,HumanEval/107,missed_failed_long,UnitTestFailure,17,17,True,True,,400c50eeb40e4512f3be8716791624f3f8700b05527e4a6ccb8751ad4f095a26,global_gap_early_commit,True,45,13,True,True,,ab011ec151c3db197231ab3d7d6f76e5abec1650d7484410c87ef01fcaaf8021,True,False,False,False,64,17,True,True,,400c50eeb40e4512f3be8716791624f3f8700b05527e4a6ccb8751ad4f095a26,False,False,False,False,61,2,True,True,,ab011ec151c3db197231ab3d7d6f76e5abec1650d7484410c87ef01fcaaf8021,True,False,False,False,69,4,2,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,E_oracle_sufficient_no_early_commit;G_oracle_sufficient_trace_span_remask,,,
SingleLineInfilling/HumanEval/107/L9,HumanEval/107,missed_failed_long,UnitTestFailure,17,17,True,True,,d565d638dcdf1f5cd48287fa6938a6c03280b0f1bc8a0722ad1c99cce3f3e732,global_gap_early_commit,True,41,12,True,True,,0fb01e293ef92f8afaa735a1166569237eaf5b75cf8c8218254f0f67cb6fd6cc,True,False,False,False,64,17,True,True,,0fb01e293ef92f8afaa735a1166569237eaf5b75cf8c8218254f0f67cb6fd6cc,True,False,False,False,57,2,True,True,,d565d638dcdf1f5cd48287fa6938a6c03280b0f1bc8a0722ad1c99cce3f3e732,False,False,False,False,65,4,2,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask,,,
