task_id,weak_selected_le12,weak_best_long_ge17,weak_long_ratio_ge085,weak_plateau_ge2,weak_high_top1,weak_high_gap,weak_untriggered_by_precision,weak_vote_score,missed_failed_long,triggered_rescue_failure,true_long,short_risk,current_pass_risk
SingleLineInfilling/HumanEval/107/L4,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/107/L6,False,False,True,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/107/L7,True,True,True,True,True,True,True,7,True,False,True,False,False
SingleLineInfilling/HumanEval/107/L8,True,False,True,True,True,True,True,6,False,False,False,False,True
SingleLineInfilling/HumanEval/107/L9,True,False,True,True,True,True,True,6,True,False,True,False,False
SingleLineInfilling/HumanEval/108/L0,True,False,True,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/108/L1,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/108/L2,False,False,True,True,True,True,True,5,True,False,True,False,False
SingleLineInfilling/HumanEval/108/L3,True,False,True,True,False,True,True,5,False,False,False,False,False
SingleLineInfilling/HumanEval/108/L4,True,False,False,True,False,False,True,3,False,False,False,False,False
SingleLineInfilling/HumanEval/108/L5,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/108/L6,True,False,False,True,False,False,False,2,False,True,True,False,False
SingleLineInfilling/HumanEval/109/L0,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/109/L1,False,False,True,True,False,False,True,3,False,False,False,True,True
SingleLineInfilling/HumanEval/109/L10,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/109/L11,True,False,False,True,False,True,True,4,False,False,False,True,True
SingleLineInfilling/HumanEval/109/L2,True,True,False,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/109/L3,True,True,True,True,False,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/109/L5,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/109/L6,True,True,False,True,True,True,True,6,False,False,False,False,True
SingleLineInfilling/HumanEval/109/L7,True,False,False,True,False,True,True,4,True,False,True,False,False
SingleLineInfilling/HumanEval/109/L8,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/109/L9,True,False,False,True,False,True,True,4,False,False,False,False,True
SingleLineInfilling/HumanEval/11/L0,True,False,True,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/11/L1,True,False,True,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/11/L2,True,True,True,True,True,True,True,7,False,False,False,True,True
SingleLineInfilling/HumanEval/11/L3,True,True,True,True,False,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/11/L4,True,True,True,True,True,True,True,7,False,False,False,True,True
SingleLineInfilling/HumanEval/11/L6,True,False,False,True,False,False,False,2,False,True,True,False,False
SingleLineInfilling/HumanEval/110/L0,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/110/L1,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/110/L10,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/110/L2,False,False,True,True,False,False,True,3,False,False,False,True,True
SingleLineInfilling/HumanEval/110/L3,False,True,True,True,True,True,True,6,False,False,False,False,False
SingleLineInfilling/HumanEval/110/L4,True,True,True,True,True,True,True,7,False,False,False,True,True
SingleLineInfilling/HumanEval/110/L5,True,False,True,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/110/L6,True,True,True,True,True,True,True,7,False,False,False,False,True
SingleLineInfilling/HumanEval/110/L7,True,False,True,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/110/L8,False,False,True,True,False,False,True,3,False,False,False,True,False
SingleLineInfilling/HumanEval/110/L9,True,True,True,True,True,True,True,7,False,False,False,True,True
SingleLineInfilling/HumanEval/111/L0,True,False,False,True,False,True,True,4,False,False,False,True,True
SingleLineInfilling/HumanEval/111/L1,True,False,False,True,False,False,True,3,False,False,False,True,False
SingleLineInfilling/HumanEval/111/L11,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/111/L12,True,False,False,True,False,False,True,3,False,False,False,True,True
SingleLineInfilling/HumanEval/111/L2,True,False,False,True,False,True,True,4,False,False,False,True,True
SingleLineInfilling/HumanEval/111/L4,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/111/L5,True,False,False,True,False,False,True,3,False,False,False,False,False
SingleLineInfilling/HumanEval/111/L6,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/111/L7,False,False,True,True,False,False,True,3,False,False,False,True,True
SingleLineInfilling/HumanEval/111/L8,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/111/L9,False,False,True,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/112/L0,True,False,False,True,False,True,True,4,True,False,True,False,False
SingleLineInfilling/HumanEval/112/L1,True,False,False,True,False,False,True,3,False,False,False,False,False
SingleLineInfilling/HumanEval/113/L0,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/113/L1,True,False,True,True,False,False,True,4,False,False,False,True,True
SingleLineInfilling/HumanEval/113/L2,True,False,False,True,False,True,True,4,False,False,False,False,False
SingleLineInfilling/HumanEval/113/L3,True,True,False,True,False,True,True,5,True,False,True,False,False
SingleLineInfilling/HumanEval/113/L4,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/114/L0,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/114/L1,False,False,False,True,False,True,True,3,False,False,False,True,True
SingleLineInfilling/HumanEval/114/L10,True,False,False,True,False,False,True,3,False,False,False,True,False
SingleLineInfilling/HumanEval/114/L2,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/114/L3,True,False,False,True,False,True,True,4,False,False,False,True,False
SingleLineInfilling/HumanEval/114/L4,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/114/L5,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/114/L6,True,False,True,True,False,False,True,4,False,False,False,False,False
SingleLineInfilling/HumanEval/114/L7,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/114/L8,True,True,False,True,False,True,True,5,False,False,False,False,False
SingleLineInfilling/HumanEval/114/L9,True,False,False,True,True,True,True,5,False,False,False,True,False
SingleLineInfilling/HumanEval/115/L0,True,False,False,True,False,False,False,2,False,True,True,False,False
SingleLineInfilling/HumanEval/116/L0,True,False,False,True,False,False,False,2,False,False,True,False,False
SingleLineInfilling/HumanEval/117/L0,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/117/L1,True,False,True,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/117/L2,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/117/L3,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/117/L4,True,False,False,True,False,False,True,3,True,False,True,False,False
SingleLineInfilling/HumanEval/117/L5,True,False,True,True,True,True,True,6,False,False,False,False,True
SingleLineInfilling/HumanEval/117/L6,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/117/L7,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/117/L8,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/118/L0,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/118/L1,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/118/L3,True,False,False,True,False,True,True,4,False,False,True,False,True
SingleLineInfilling/HumanEval/118/L4,True,False,False,True,True,True,True,5,True,False,True,False,False
SingleLineInfilling/HumanEval/118/L5,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/118/L6,True,True,False,True,False,True,True,5,True,False,True,False,False
SingleLineInfilling/HumanEval/118/L7,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/118/L8,True,False,False,True,False,True,True,4,False,False,False,True,True
SingleLineInfilling/HumanEval/119/L0,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/119/L1,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/119/L11,False,False,True,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/119/L12,False,False,True,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/119/L13,False,False,False,True,False,False,True,2,True,False,True,False,False
SingleLineInfilling/HumanEval/119/L2,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/119/L3,True,False,False,True,False,True,True,4,False,False,False,True,True
SingleLineInfilling/HumanEval/119/L4,True,True,True,True,True,True,True,7,False,False,False,True,True
SingleLineInfilling/HumanEval/119/L5,True,False,True,True,False,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/119/L6,True,True,False,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/119/L7,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/119/L8,True,False,True,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/119/L9,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/12/L0,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/12/L1,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/12/L3,True,False,False,True,False,True,True,4,False,False,False,False,False
SingleLineInfilling/HumanEval/12/L4,True,True,True,True,False,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/12/L5,True,True,True,True,True,True,True,7,False,False,False,False,True
SingleLineInfilling/HumanEval/12/L6,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/120/L0,True,False,False,True,True,True,True,5,False,False,False,True,False
SingleLineInfilling/HumanEval/120/L1,False,False,True,True,False,True,True,4,False,False,False,True,True
SingleLineInfilling/HumanEval/120/L2,True,True,False,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/120/L3,False,False,True,True,False,False,True,3,False,False,False,True,True
SingleLineInfilling/HumanEval/120/L4,True,False,False,True,False,False,True,3,False,False,False,True,True
SingleLineInfilling/HumanEval/121/L0,True,False,False,True,False,False,False,2,False,True,True,False,False
SingleLineInfilling/HumanEval/122/L0,True,False,False,True,False,False,False,2,False,True,True,False,False
SingleLineInfilling/HumanEval/123/L0,True,False,False,True,False,True,True,4,False,False,False,False,False
SingleLineInfilling/HumanEval/123/L1,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/123/L10,True,True,False,True,False,False,True,4,False,False,False,False,True
SingleLineInfilling/HumanEval/123/L11,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/123/L13,True,False,False,True,False,True,True,4,False,False,False,False,False
SingleLineInfilling/HumanEval/123/L2,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/123/L3,True,False,False,True,False,False,True,3,False,False,False,False,True
SingleLineInfilling/HumanEval/123/L4,True,False,False,True,False,True,True,4,False,False,False,True,True
SingleLineInfilling/HumanEval/123/L5,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/123/L6,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/123/L7,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/123/L8,True,False,False,True,False,False,True,3,False,False,False,False,True
SingleLineInfilling/HumanEval/124/L0,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/124/L1,True,False,True,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/124/L10,True,False,True,True,False,False,True,4,False,False,True,False,True
SingleLineInfilling/HumanEval/124/L11,True,False,True,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/124/L12,True,True,False,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/124/L13,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/124/L15,True,False,False,True,False,True,True,4,False,False,False,True,True
SingleLineInfilling/HumanEval/124/L2,True,False,False,True,False,True,True,4,False,False,False,False,True
SingleLineInfilling/HumanEval/124/L3,True,True,False,True,False,False,True,4,True,False,True,False,False
SingleLineInfilling/HumanEval/124/L4,False,False,True,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/124/L5,True,False,True,True,False,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/124/L6,False,False,True,True,True,True,True,5,False,False,True,False,True
SingleLineInfilling/HumanEval/124/L7,False,False,True,True,False,False,True,3,False,False,False,True,True
SingleLineInfilling/HumanEval/124/L8,False,False,True,True,True,True,True,5,False,False,True,False,True
SingleLineInfilling/HumanEval/124/L9,False,False,True,True,False,False,True,3,False,False,False,True,True
SingleLineInfilling/HumanEval/125/L0,True,False,False,True,False,True,True,4,False,False,False,True,True
SingleLineInfilling/HumanEval/125/L1,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/125/L2,True,True,False,True,False,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/125/L3,True,False,False,True,True,True,True,5,False,False,False,False,False
SingleLineInfilling/HumanEval/125/L4,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/125/L5,True,False,False,True,False,False,False,2,False,True,True,False,False
SingleLineInfilling/HumanEval/126/L0,True,False,False,True,False,True,True,4,True,False,True,False,False
SingleLineInfilling/HumanEval/126/L1,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/126/L2,True,False,True,True,True,True,True,6,False,False,False,False,True
SingleLineInfilling/HumanEval/126/L3,True,False,False,True,True,True,True,5,True,False,True,False,False
SingleLineInfilling/HumanEval/126/L4,True,False,False,True,False,True,True,4,False,False,False,True,False
SingleLineInfilling/HumanEval/126/L5,True,False,False,True,True,True,True,5,True,False,True,False,False
SingleLineInfilling/HumanEval/126/L6,True,True,False,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/126/L7,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/126/L8,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/127/L0,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/127/L1,True,False,True,True,True,True,True,6,False,False,False,False,False
SingleLineInfilling/HumanEval/127/L10,False,False,True,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/127/L11,False,False,True,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/127/L12,True,True,False,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/127/L13,True,True,False,True,True,True,True,6,False,False,False,False,False
SingleLineInfilling/HumanEval/127/L14,True,True,True,True,True,True,True,7,False,False,False,True,True
SingleLineInfilling/HumanEval/127/L15,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/127/L2,True,False,True,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/127/L3,False,False,True,True,False,True,True,4,False,False,False,True,True
SingleLineInfilling/HumanEval/127/L4,False,False,True,True,False,False,True,3,False,False,False,True,True
SingleLineInfilling/HumanEval/127/L5,True,False,True,True,True,True,True,6,False,False,False,False,True
SingleLineInfilling/HumanEval/127/L6,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/127/L7,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/127/L8,True,True,False,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/128/L0,False,False,True,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/128/L1,True,False,True,True,True,True,True,6,True,False,True,False,False
SingleLineInfilling/HumanEval/128/L2,True,False,False,True,False,False,False,2,False,False,False,False,False
SingleLineInfilling/HumanEval/129/L0,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/129/L1,True,False,False,True,False,False,True,3,False,False,False,False,True
SingleLineInfilling/HumanEval/129/L10,True,False,True,True,True,True,True,6,False,False,False,False,True
SingleLineInfilling/HumanEval/129/L12,False,True,True,True,False,True,True,5,False,False,False,False,False
SingleLineInfilling/HumanEval/129/L13,True,False,True,True,True,True,True,6,False,False,False,False,True
SingleLineInfilling/HumanEval/129/L15,True,False,True,True,True,True,True,6,False,False,False,False,True
SingleLineInfilling/HumanEval/129/L16,True,False,True,True,True,True,True,6,False,False,False,False,True
SingleLineInfilling/HumanEval/129/L18,True,False,False,True,False,True,True,4,False,False,False,True,True
SingleLineInfilling/HumanEval/129/L2,True,False,True,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/129/L20,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/129/L21,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/129/L22,True,False,False,True,True,True,True,5,False,False,False,False,False
SingleLineInfilling/HumanEval/129/L23,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/129/L24,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/129/L25,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/129/L26,True,False,False,True,False,False,True,3,False,False,False,True,False
SingleLineInfilling/HumanEval/129/L3,True,True,True,True,True,True,True,7,False,False,False,True,True
SingleLineInfilling/HumanEval/129/L4,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/129/L5,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/129/L6,True,False,True,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/129/L7,True,False,True,True,True,True,True,6,False,False,False,False,True
SingleLineInfilling/HumanEval/129/L9,True,False,True,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/13/L0,True,True,False,True,True,True,True,6,False,False,False,True,True
SingleLineInfilling/HumanEval/13/L1,True,False,False,True,True,True,True,5,False,False,False,False,True
SingleLineInfilling/HumanEval/13/L2,True,False,False,True,True,True,True,5,False,False,False,True,True
SingleLineInfilling/HumanEval/130/L0,True,True,True,True,True,True,True,7,False,False,False,True,True
SingleLineInfilling/HumanEval/130/L1,True,True,True,True,True,True,True,7,False,False,False,True,True
