name,family,clauses,trigger_count,missed_failed_long_count,triggered_rescue_failure_count,route2_win_count,true_long_count,short_risk_count,current_pass_risk_count,missed_failed_long_recall,true_long_precision,short_risk_rate,current_pass_risk_rate,score,decision,stable_folds,fold_missed_failed_long_counts
broad_len24_rescue_len_le_24_AND_broad_len24_selected_len_ge_19,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""broad_len24_selected_len"", "">="", 19.0]]",73,4,33,6,39,10,1,0.07142857142857142,0.5342465753424658,0.136986301369863,0.0136986301369863,77.13698630136986,reject,3,"[1, 1, 0, 1, 1]"
broad_len24_final_source_eq_rescue_AND_broad_len24_selected_len_ge_24,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""broad_len24_selected_len"", "">="", 24.0]]",73,4,33,6,39,10,1,0.07142857142857142,0.5342465753424658,0.136986301369863,0.0136986301369863,77.13698630136986,reject,3,"[1, 1, 0, 1, 1]"
broad_len24_final_source_eq_rescue_AND_broad_len24_selected_len_ge_19,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""broad_len24_selected_len"", "">="", 19.0]]",73,4,33,6,39,10,1,0.07142857142857142,0.5342465753424658,0.136986301369863,0.0136986301369863,77.13698630136986,reject,3,"[1, 1, 0, 1, 1]"
broad_len24_triggered_ge_1_AND_baseline_confidence_last_le_0p828125,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""baseline_confidence_last"", ""<="", 0.828125]]",67,3,32,6,37,9,0,0.05357142857142857,0.5522388059701493,0.13432835820895522,0.0,75.2089552238806,reject,3,"[1, 0, 0, 1, 1]"
broad_len24_rescue_len_ge_24_AND_baseline_confidence_last_le_0p828125,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""baseline_confidence_last"", ""<="", 0.828125]]",67,3,32,6,37,9,0,0.05357142857142857,0.5522388059701493,0.13432835820895522,0.0,75.2089552238806,reject,3,"[1, 0, 0, 1, 1]"
broad_len24_rescue_len_le_24_AND_baseline_confidence_last_le_0p828125,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""baseline_confidence_last"", ""<="", 0.828125]]",67,3,32,6,37,9,0,0.05357142857142857,0.5522388059701493,0.13432835820895522,0.0,75.2089552238806,reject,3,"[1, 0, 0, 1, 1]"
broad_len24_final_source_eq_rescue_AND_baseline_confidence_last_le_0p828125,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""baseline_confidence_last"", ""<="", 0.828125]]",67,3,32,6,37,9,0,0.05357142857142857,0.5522388059701493,0.13432835820895522,0.0,75.2089552238806,reject,3,"[1, 0, 0, 1, 1]"
broad_len24_selected_len_ge_24_AND_baseline_confidence_last_le_0p828125,pairwise,"[[""broad_len24_selected_len"", "">="", 24.0], [""baseline_confidence_last"", ""<="", 0.828125]]",67,3,32,6,37,9,0,0.05357142857142857,0.5522388059701493,0.13432835820895522,0.0,75.2089552238806,reject,3,"[1, 0, 0, 1, 1]"
broad_len24_triggered_ge_1_AND_baseline_top1_last_le_0p605469,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""baseline_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_triggered_ge_1_AND_precision_len32_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len32_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_triggered_ge_1_AND_precision_len24_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len24_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_triggered_ge_1_AND_broad_len24_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""broad_len24_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_rescue_len_ge_24_AND_baseline_top1_last_le_0p605469,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""baseline_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_rescue_len_ge_24_AND_precision_len32_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len32_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_rescue_len_ge_24_AND_precision_len24_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len24_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_rescue_len_ge_24_AND_broad_len24_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""broad_len24_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_rescue_len_le_24_AND_baseline_top1_last_le_0p605469,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""baseline_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_rescue_len_le_24_AND_precision_len32_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len32_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_rescue_len_le_24_AND_precision_len24_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len24_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_rescue_len_le_24_AND_broad_len24_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""broad_len24_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_final_source_eq_rescue_AND_baseline_top1_last_le_0p605469,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""baseline_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_final_source_eq_rescue_AND_precision_len32_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""precision_len32_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_final_source_eq_rescue_AND_precision_len24_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""precision_len24_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_final_source_eq_rescue_AND_broad_len24_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""broad_len24_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_selected_len_ge_24_AND_baseline_top1_last_le_0p605469,pairwise,"[[""broad_len24_selected_len"", "">="", 24.0], [""baseline_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_selected_len_ge_24_AND_precision_len32_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_selected_len"", "">="", 24.0], [""precision_len32_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_selected_len_ge_24_AND_precision_len24_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_selected_len"", "">="", 24.0], [""precision_len24_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_selected_len_ge_24_AND_broad_len24_trace_top1_last_le_0p605469,pairwise,"[[""broad_len24_selected_len"", "">="", 24.0], [""broad_len24_trace_top1_last"", ""<="", 0.60546875]]",71,3,33,6,38,10,1,0.05357142857142857,0.5352112676056338,0.14084507042253522,0.014084507042253521,69.14084507042253,reject,2,"[1, 1, 0, 0, 1]"
broad_len24_triggered_ge_1_AND_precision_len32_triggered_ge_1,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len32_triggered"", "">="", 1.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_triggered_ge_1_AND_precision_len32_rescue_len_ge_32,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len32_rescue_len"", "">="", 32.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_triggered_ge_1_AND_precision_len32_rescue_len_le_32,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len32_rescue_len"", ""<="", 32.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_triggered_ge_1_AND_precision_len32_final_source_eq_rescue,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len32_final_source"", ""=="", ""rescue""]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_triggered_ge_1_AND_precision_len24_triggered_ge_1,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len24_triggered"", "">="", 1.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_triggered_ge_1_AND_precision_len24_rescue_len_ge_24,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len24_rescue_len"", "">="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_triggered_ge_1_AND_precision_len24_rescue_len_le_24,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len24_rescue_len"", ""<="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_triggered_ge_1_AND_precision_len24_final_source_eq_rescue,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len24_final_source"", ""=="", ""rescue""]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_triggered_ge_1_AND_precision_len32_selected_len_ge_24,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len32_selected_len"", "">="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_triggered_ge_1_AND_precision_len24_selected_len_ge_24,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len24_selected_len"", "">="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_triggered_ge_1_AND_precision_len32_selected_len_ge_19,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len32_selected_len"", "">="", 19.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_triggered_ge_1_AND_precision_len24_selected_len_ge_19,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""precision_len24_selected_len"", "">="", 19.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_ge_24_AND_precision_len32_triggered_ge_1,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len32_triggered"", "">="", 1.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_ge_24_AND_precision_len32_rescue_len_ge_32,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len32_rescue_len"", "">="", 32.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_ge_24_AND_precision_len32_rescue_len_le_32,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len32_rescue_len"", ""<="", 32.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_ge_24_AND_precision_len32_final_source_eq_rescue,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len32_final_source"", ""=="", ""rescue""]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_ge_24_AND_precision_len24_triggered_ge_1,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len24_triggered"", "">="", 1.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_ge_24_AND_precision_len24_rescue_len_ge_24,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len24_rescue_len"", "">="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_ge_24_AND_precision_len24_rescue_len_le_24,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len24_rescue_len"", ""<="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_ge_24_AND_precision_len24_final_source_eq_rescue,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len24_final_source"", ""=="", ""rescue""]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_ge_24_AND_precision_len32_selected_len_ge_24,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len32_selected_len"", "">="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_ge_24_AND_precision_len24_selected_len_ge_24,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len24_selected_len"", "">="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_ge_24_AND_precision_len32_selected_len_ge_19,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len32_selected_len"", "">="", 19.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_ge_24_AND_precision_len24_selected_len_ge_19,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""precision_len24_selected_len"", "">="", 19.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_le_24_AND_precision_len32_triggered_ge_1,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len32_triggered"", "">="", 1.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_le_24_AND_precision_len32_rescue_len_ge_32,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len32_rescue_len"", "">="", 32.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_le_24_AND_precision_len32_rescue_len_le_32,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len32_rescue_len"", ""<="", 32.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_le_24_AND_precision_len32_final_source_eq_rescue,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len32_final_source"", ""=="", ""rescue""]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_le_24_AND_precision_len24_triggered_ge_1,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len24_triggered"", "">="", 1.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_le_24_AND_precision_len24_rescue_len_ge_24,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len24_rescue_len"", "">="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_le_24_AND_precision_len24_rescue_len_le_24,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len24_rescue_len"", ""<="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_le_24_AND_precision_len24_final_source_eq_rescue,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len24_final_source"", ""=="", ""rescue""]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_le_24_AND_precision_len32_selected_len_ge_24,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len32_selected_len"", "">="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_le_24_AND_precision_len24_selected_len_ge_24,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len24_selected_len"", "">="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_le_24_AND_precision_len32_selected_len_ge_19,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len32_selected_len"", "">="", 19.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_rescue_len_le_24_AND_precision_len24_selected_len_ge_19,pairwise,"[[""broad_len24_rescue_len"", ""<="", 24.0], [""precision_len24_selected_len"", "">="", 19.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_final_source_eq_rescue_AND_precision_len32_triggered_ge_1,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""precision_len32_triggered"", "">="", 1.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_final_source_eq_rescue_AND_precision_len32_rescue_len_ge_32,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""precision_len32_rescue_len"", "">="", 32.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_final_source_eq_rescue_AND_precision_len32_rescue_len_le_32,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""precision_len32_rescue_len"", ""<="", 32.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_final_source_eq_rescue_AND_precision_len32_final_source_eq_rescue,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""precision_len32_final_source"", ""=="", ""rescue""]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_final_source_eq_rescue_AND_precision_len24_triggered_ge_1,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""precision_len24_triggered"", "">="", 1.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_final_source_eq_rescue_AND_precision_len24_rescue_len_ge_24,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""precision_len24_rescue_len"", "">="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
broad_len24_final_source_eq_rescue_AND_precision_len24_rescue_len_le_24,pairwise,"[[""broad_len24_final_source"", ""=="", ""rescue""], [""precision_len24_rescue_len"", ""<="", 24.0]]",57,0,33,6,35,6,0,0.0,0.6140350877192983,0.10526315789473684,0.0,68.45614035087719,reject,0,"[0, 0, 0, 0, 0]"
