manifest_index,source_config,task_id,prompt_id,row_id,task_group,length_bucket,policy,status,passed,prefix_len_tokens,middle_len_tokens,suffix_len_tokens,oracle_canvas_tokens,selected_canvas_tokens,selected_minus_oracle,abs_selected_minus_oracle,mask_length_source,selected_score,selected_raw_score,selected_adjusted_score,compile_passed,tier2_smoke_exec_passed,tier3_unit_tests_passed,error_type,error_message,candidate_full_code_sha256,candidate_middle_sha256,total_sec_including_probe,decode_sec,verification_sec,length_probe_sec,mean_final_confidence
10,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/2/L0_L0,L0_L0,133,HumanEval/2,medium,control_fixed64,ok,False,87,9,0,9,64,55,55,fixed,,,,False,False,False,SyntaxError,"unterminated triple-quoted string literal (detected at line 21) (<unknown>, line 19)",db41694ae11a8a078afacc330717418e0eb466c5178141e382eeaf1260ed48bd,3a60ffd64ef585769ccfab7587db21497b9a285df05aa97cbe874db0628b008e,1.2971921039861627,1.2971043100114912,8.779397467151284e-05,0.0,0.97265625
11,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/14/L2_L2,L2_L2,400,HumanEval/14,medium,control_fixed64,ok,False,65,9,14,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: ,c73efdff7d35a6c9e6630c1b6232a65dae182c14f4716ac7d55760f82dfb23dd,c8f368277a9fe4650f8d32333a8174ff0bf28439b09242529f8d7429f7460900,1.3983602450462058,1.2928946350002661,0.10546561004593968,0.0,0.97265625
12,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/21/L0_L0,L0_L0,622,HumanEval/21,medium,control_fixed64,ok,True,130,9,31,9,64,55,55,fixed,,,,True,True,True,,,7bde60c9ae739240adb1d0c241075b40e17616eb6b726aacdec05518ec667e61,3972edad5044d417c3ff4dfd3eeb76fee2fbd432574ee726b859d3e32b81452c,1.4092327120597474,1.3037591999745928,0.10547351208515465,0.0,0.98046875
13,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/24/L0_L0,L0_L0,630,HumanEval/24,medium,control_fixed64,ok,False,53,9,14,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: ,19c311eedde27ccc61088a0dd6f779ca59979e22a88cafe6bf2d8f8282feb9b6,841f7850f319bc58aa9f937c95ba2666f5f8c3ac70faace6e1647fea126b5819,1.3983530980185606,1.2923693550401367,0.10598374297842383,0.0,0.9765625
14,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/25/L0_L1,L0_L1,637,HumanEval/25,medium,control_fixed64,ok,False,134,9,71,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: Number must be odd,7fe055915d8b92c60a08043dbdb570945238abe0dfab3f1b1dc4493f5e480db9,c12a2dcbcdf7ad44dcbcec5fddb886212f59bdfbb4e5395004fcf3b50b3788bb,1.4876094240462407,1.3834987400332466,0.10411068401299417,0.0,0.97265625
15,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/28/L0_L0,L0_L0,721,HumanEval/28,medium,control_fixed64,ok,False,63,9,0,9,64,55,55,fixed,,,,False,False,False,SyntaxError,"unterminated triple-quoted string literal (detected at line 22) (<unknown>, line 19)",7f5b879c68adfb603f48fda406f81b194e2abff855be9552d2f017c82af32e07,ce713cbd03fa5a98eac47a547d2281c3fad27d8ab243b1d799b32a8e3859988a,1.2861555350245908,1.2860434160102159,0.00011211901437491179,0.0,0.9453125
16,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/32/L7_L8,L7_L8,802,HumanEval/32,medium,control_fixed64,ok,False,368,9,9,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: ,7de828986622ccab198e3f7efab963f882ab85c4889aca6ce33ef8250bf7ee49,9325bc6f4fa1530217ece3c386505e328d9e7c5031239c46c4252103e7380415,1.722482216951903,1.6163058410165831,0.10617637593531981,0.0,0.9765625
17,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/37/L5_L5,L5_L5,913,HumanEval/37,medium,control_fixed64,ok,False,173,9,25,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: ,7f5aba2d1ee6224de198f7224eca2d9823f1c50841ed65d55a5396796f63d1f3,b4e6ba3ddc8571a5fc8d684c71751e1f799d9a07484fbe0e7627a2bd7ac6d713,1.4625363980303518,1.3581255989847705,0.10441079904558137,0.0,0.984375
18,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/39/L12_L12,L12_L12,1034,HumanEval/39,medium,control_fixed64,ok,True,198,9,21,9,64,55,55,fixed,,,,True,True,True,,,855e0ca225b967bf9530f59a15f0b05b104a92b5bb871935176fc1475140acea,dcf3c6078d9ba7de94841e1fdd33d1c7b90e6ac51a17e82d33e8bb5a3fe18d4d,1.4944783000391908,1.3904222630080767,0.1040560370311141,0.0,0.9765625
19,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/40/L0_L0,L0_L0,1044,HumanEval/40,medium,control_fixed64,ok,True,167,9,54,9,64,55,55,fixed,,,,True,True,True,,,36609d22e41099e5d4cc73636640408414efadf8b6fa8c61606b7a076ec57fac,98eb58dbba963e1884efc741771e25cf1a4062c2dc6860ca47fbcdb09cb9102d,1.495003413001541,1.3913705060258508,0.10363290697569028,0.0,0.98828125
20,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/10/L5_L5,L5_L5,342,HumanEval/10,long,control_fixed64,ok,False,192,17,24,17,64,47,47,fixed,,,,False,False,False,SyntaxError,"invalid syntax (<unknown>, line 27)",43c494827ece3fe9ff4e74e5452af4e3d01257ebd98c590a1bc5aa5651c50f96,8f4a5b0986ef5e773634cd865a4ea0f81315a839a918ea23a37cc9067d22d893,1.3893064970034175,1.389009687001817,0.0002968100016005337,0.0,0.97265625
21,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/11/L1_L3,L1_L3,356,HumanEval/11,long,control_fixed64,ok,True,94,17,29,17,64,47,47,fixed,,,,True,True,True,,,0bb1cd544cac068981f530e71e5d5b0861c5c21019ead281e219648d67bd6cdf,00abc94e539cbf0eccfc08f1777fa9b544c4635b37e3ec7bf184eb723ec3a4e9,1.398699390992988,1.2929742809501477,0.10572511004284024,0.0,1.0
22,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/12/L4_L5,L4_L5,385,HumanEval/12,long,control_fixed64,ok,False,133,17,4,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: ,0e58d2df93336dc32654b8b9ee13d48bdb067ecc2236df29f87955a47b34b586,f539d52061a75856fdb4704d52c555c906a2b48a7e5111e26654e13077e41889,1.4012729640235193,1.295204488968011,0.10606847505550832,0.0,0.9921875
23,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/20/L1_L3,L1_L3,532,HumanEval/20,long,control_fixed64,ok,True,178,17,99,17,64,47,47,fixed,,,,True,True,True,,,9d2ed353af225c0c4b14fe901de623238a5dbc3066917a89f2378233b81584dc,f3b9f572bb0261c4632de608e049b9ac5ecd6d90d01f372147af689e681734de,1.540004329988733,1.4324570629978552,0.10754726699087769,0.0,0.98046875
24,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/26/L2_L2,L2_L2,719,HumanEval/26,long,control_fixed64,ok,False,103,17,0,17,64,47,47,fixed,,,,False,False,False,SyntaxError,"unterminated triple-quoted string literal (detected at line 17) (<unknown>, line 16)",7b114e9aaff7b9eb4033188e0b018a62259667ebfac0beb9f046b95a323a0746,8e1ef4cb561b12879a19ee3a4b9e5b2673021f8b4638b5c999e9d492c5728b0b,1.2897536879754625,1.289623713993933,0.00012997398152947426,0.0,0.9921875
25,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/36/L6_L7,L6_L7,873,HumanEval/36,long,control_fixed64,ok,True,149,17,4,17,64,47,47,fixed,,,,True,True,True,,,997a2e663c49487e1792674c26f60d769847e378de652387ce9836a2455214eb,ac14b59e721c29324bb3f2b363dc6c67a6c0a8f8b675c6b727681c9609fa6bb0,1.41493398003513,1.2962607080116868,0.11867327202344313,0.0,0.9921875
26,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/43/L2_L3,L2_L3,1077,HumanEval/43,long,control_fixed64,ok,True,188,17,4,17,64,47,47,fixed,,,,True,True,True,,,802f03d60e29ff3011e9cd16871c7f51ef0bab602aeb689cb2e4d362312c02cc,030af195d32b560787d19131ca58c236f029f51f2422bd8fb90761408c179101,1.4026863279868849,1.2978011379600503,0.10488519002683461,0.0,0.97265625
27,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/44/L2_L3,L2_L3,1092,HumanEval/44,long,control_fixed64,ok,True,117,17,4,17,64,47,47,fixed,,,,True,True,True,,,e3bb3b9bcd9709f4a11997b87ebad36b5a835b6fea3ea187c6f68148eb4a525d,265d20800a433f37873e27c8b2d883ea1e18e38715daa3ea83e58b8f92469a78,1.4028793619945645,1.2963876490248367,0.10649171296972781,0.0,1.0
28,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/48/L1_L1,L1_L1,1145,HumanEval/48,long,control_fixed64,ok,False,96,17,8,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: ,9c94451d9d266fb13b44bb0c3bdbf1ea07cc24af10af3d40c436c43f2552dfe0,af33f6ed05385da1d25c413df7b3cb6b3de07c55f9df7b20f6f444ccbec46c2c,1.4063082180800848,1.297983019030653,0.10832519904943183,0.0,0.9921875
29,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L2_L4,L2_L4,1209,HumanEval/56,long,control_fixed64,ok,False,112,17,25,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: ,b99614d1743ccf6e6653c1e8b07cfafeecec0501f985854b8036c28100ab81d3,a697fea60120fd3565e3b07ced8b2b3a823f0af5f33c57a8beb88168db88987c,1.3988595469272695,1.2943441200186498,0.1045154269086197,0.0,0.9921875
30,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/129/L0_L26,L0_L26,4239,HumanEval/129,extreme,control_fixed64,ok,False,413,191,0,191,64,-127,127,fixed,,,,False,False,False,SyntaxError,"unterminated triple-quoted string literal (detected at line 40) (<unknown>, line 34)",648a7f7056b3f40a8137f87717d557d71d3de6dcebb9cc7a84dbc2a4fa5676f0,bc333e95f764d002c5139fded0775d21bac9095ee231de98d391bf9c9cd25553,1.6157548740156926,1.6156713060336187,8.356798207387328e-05,0.0,0.98828125
31,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/156/L0_L13,L0_L13,5587,HumanEval/156,extreme,control_fixed64,ok,False,123,178,0,178,64,-114,114,fixed,,,,False,False,False,SyntaxError,"'{' was never closed (<unknown>, line 15)",e7ff4221db73853cf097510af957be0670ae7d5230b2251640d2b04eed773265,bee3f504ee4638ffe91e584b24618be47cc50db81d6ef87b9df67ee0f77ab46a,1.291905983001925,1.2917405890184455,0.00016539398347958922,0.0,0.96875
32,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/124/L0_L15,L0_L15,3920,HumanEval/124,extreme,control_fixed64,ok,False,299,165,0,165,64,-101,101,fixed,,,,True,True,False,UnitTestFailure,failed: ,364597f41c65be9f736832283283d3f5cfe85a4f7b09b2ddcb876b23b6c97685,4a124fcde0b3ae65d5da955463eb50f6b6d4f861546fae862c3417558d2e95f9,1.5493038529530168,1.4439599940087646,0.10534385894425213,0.0,0.9921875
33,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/140/L0_L19,L0_L19,4826,HumanEval/140,extreme,control_fixed64,ok,False,119,161,0,161,64,-97,97,fixed,,,,True,True,False,UnitTestFailure,failed: This prints if this assert fails 1 (good for debugging!),9d74f398c26ac47abde3529890e4aaf8a4145bb8a939cb8bf1b3b4e216494e77,f0468083cf41ba95f587c6799a83ae3ad09005ef4b6c3dfa3089d5e72a72e836,1.3970928139751777,1.2903088549501263,0.10678395902505144,0.0,0.9921875
34,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/148/L0_L8,L0_L8,5369,HumanEval/148,extreme,control_fixed64,ok,False,220,140,0,140,64,-76,76,fixed,,,,True,True,False,UnitTestFailure,failed: object of type 'NoneType' has no len(),d65a36621cb8e5920cded50ccd06b7ddd21bcfaf5f61687d286ea148eaf0b698,00aa03ec404b042356feff57095686f6f7ad27cd3a1dcebce79cc164dd5cde1c,1.4952225069864653,1.3924343030084856,0.10278820397797972,0.0,0.9921875
35,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/141/L0_L13,L0_L13,5030,HumanEval/141,extreme,control_fixed64,ok,False,222,139,0,139,64,-75,75,fixed,,,,False,False,False,SyntaxError,"'[' was never closed (<unknown>, line 22)",4debb6756bac1f153bf30bc808826d0afd4746b6ce9870e7e0e2f480543ab214,d0102042c4cca248f5c9291106e3568cbeb5945100508bf6224f0cab3363261f,1.393213425995782,1.3930721060023643,0.00014131999341771007,0.0,0.97265625
36,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/107/L0_L11,L0_L11,3281,HumanEval/107,extreme,control_fixed64,ok,False,234,134,0,134,64,-70,70,fixed,,,,False,False,False,SyntaxError,"invalid syntax (<unknown>, line 34)",e1271fa8d0261ad288ba91f7bcf960391ce35689902ca2de42824b195722054d,115896b30a1be0a7a49369279b9c3dbf1800053d832344c2747f8d64e40a3136,1.3988250380498357,1.3985962050501257,0.0002288329997099936,0.0,0.96484375
37,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/132/L0_L15,L0_L15,4597,HumanEval/132,extreme,control_fixed64,ok,False,147,131,3,131,64,-67,67,fixed,,,,True,True,False,UnitTestFailure,failed: This prints if this assert fails 1 (good for debugging!),5ae16468d863a2adb49aa791f67e55e120f9704c20c265dc6382df9a46d5ad54,5030b9228b71128f885a7bcdbb5fc850e10f6185f529eb9a122a4749605ba85f,1.383779559924733,1.2874224159750156,0.09635714394971728,0.0,0.9921875
38,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/127/L0_L15,L0_L15,4106,HumanEval/127,extreme,control_fixed64,ok,False,270,129,0,129,64,-65,65,fixed,,,,False,False,False,SyntaxError,"'(' was never closed (<unknown>, line 28)",1f9627ff1d3f28fff684f19cc1d9ce6ad98b9b1a0fe4ce583344400824e2e1f2,0fb2ac57452f1493f54bcba362120742e291f7d526e995f33bd3217d7fc3bc87,1.4253164589754306,1.4251354129519314,0.0001810460234992206,0.0,0.98046875
39,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/99/L0_L18,L0_L18,2775,HumanEval/99,extreme,control_fixed64,ok,False,170,124,1,124,64,-60,60,fixed,,,,True,True,False,UnitTestFailure,failed: Test 1,7666023aa23f44ba0fdbf62e0086d0cb4877946819184538d4f6c47bb26e0335,93062912b6925722a88c7685199dae0dc78e4b8712c022e7a8edd8a1ed0947e9,1.3909605260705575,1.2887972650351003,0.10216326103545725,0.0,0.9921875
40,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/0/6,6,5,HumanEval/0,short,control_fixed64,ok,False,177,1,9,1,64,63,63,fixed,,,,False,False,False,SyntaxError,"inconsistent use of tabs and spaces in indentation (<unknown>, line 17)",bd90c5a4b9a9c80a79603e8ab01211ed379041bf543d1c4665f50c03196620d8,2ff7d3ddc14fa0205b15d6936c882c682ef2dba5f41615f3c0c6dab0ab107e49,1.3025980649981648,1.3023986730258912,0.00019939197227358818,0.0,0.98046875
41,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/2/4,4,23,HumanEval/2,short,control_fixed64,ok,False,87,1,8,1,64,63,63,fixed,,,,True,True,False,UnitTestFailure,failed: ,c7351f59b833d8cb8af22f685546d6826c2096b883e07b5d76583a3ffe6fe25b,b890b3f33659383b8faeaa7588f292e96826017a078fb78b4d0d75a21c69a77f,1.3940879529691301,1.2899768860079348,0.10411106696119532,0.0,0.984375
42,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/8/9,9,88,HumanEval/8,short,control_fixed64,ok,True,137,1,22,1,64,63,63,fixed,,,,True,True,True,,,104b2b9bce06263699def7b11552ba34c669972bb6ab2bfa7fcdb04131d5a34b,3c008d5c759a65b16a72df4918635dac728121561b83f155d16a3ace872a4f47,1.3850929249892943,1.2974396479548886,0.08765327703440562,0.0,0.9609375
43,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/11/7,7,116,HumanEval/11,short,control_fixed64,ok,True,137,1,3,1,64,63,63,fixed,,,,True,True,True,,,395c5c902d99582d32c6c588bf12ebefb76ed5c927a884af1639790fc772c6e4,cc35bbf57314eb2788255bc9fef261f01bd1880fa1270787fcc3e2b98a64e09f,1.3917196639813483,1.2928140430012718,0.09890562098007649,0.0,0.95703125
44,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/13/6,6,135,HumanEval/13,short,control_fixed64,ok,True,88,1,4,1,64,63,63,fixed,,,,True,True,True,,,3e0ce1dab2c8e2847cf6502f651c7f39cbf7bebb85484b83bfb609c496c8acb9,d1e17719464b8a308fb0d51a6621325afe021f2e3d1cfe9692f2af97574ffcc6,1.3983640080550686,1.2957667620503344,0.10259724600473419,0.0,0.99609375
45,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/16/4,4,163,HumanEval/16,short,control_fixed64,ok,True,79,1,3,1,64,63,63,fixed,,,,True,True,True,,,e66d6b73e42ff170bc36c2bffd3e9c26a4d29672d897c435858ccd0929e07d2e,437422dcee333e23055c738a409ffefbb883abfc48ca7150bfc9ca34a7675578,1.3868552640778944,1.2953987030196004,0.09145656105829403,0.0,0.97265625
46,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/18/3,3,182,HumanEval/18,short,control_fixed64,ok,False,104,1,37,1,64,63,63,fixed,,,,True,True,False,UnitTestFailure,failed: name 'starng' is not defined,7a3c6d391eff5bf576e4f781e1f1a7c1fada3cdd4ebf88295bc115126f3c9b56,3b4b9db50e1f4995daa59e6d14bd9ad8dd408c0bd763b6be445f8fe93dff2f50,1.396984487946611,1.2986951890052296,0.09828929894138128,0.0,0.9921875
47,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/19/1,1,190,HumanEval/19,short,control_fixed64,ok,False,167,1,60,1,64,63,63,fixed,,,,True,True,False,UnitTestFailure,failed: 'six',460372147ec4ad2e38ad948a2d42ce7ad9657add7eb1d5afd61f7399f1dedccc,231d64a3725759e13b62756408d2ede006ad882e842d71b791cfa5ed0b3fb9f6,1.500020325940568,1.3975890949950553,0.10243123094551265,0.0,0.984375
48,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/22/4,4,223,HumanEval/22,short,control_fixed64,ok,True,105,1,6,1,64,63,63,fixed,,,,True,True,True,,,a4d0642fa343e09e5ab07a86f7af800042f124244b7bff51df4bc40a1028c8c9,c11d9b6fe575048a4ffd46fc5dff79955bd0919dc50a644ca6b887fca6140e3e,1.3879168289713562,1.287222406012006,0.10069442295935005,0.0,0.98046875
49,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/23/2,2,231,HumanEval/23,short,control_fixed64,ok,False,48,1,3,1,64,63,63,fixed,,,,True,True,False,UnitTestFailure,failed: name 's' is not defined,b345c48b2919e41df4d96d1542311046ef4bce067a1e2fc76c8e1a7d70c7e762,bd2bb3af34c4c15665ea5aa3c44ee6dd8972bc5e8795f11affc1b602c0407c87,1.384703391988296,1.2788476960267872,0.1058556959615089,0.0,0.9765625
50,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/3/3,3,32,HumanEval/3,medium,control_fixed64,ok,False,135,9,15,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: name 'balnce' is not defined,aca0b428d25190ac43808981a96a16be992f1b2d91e61b26b8bf9290a728e24a,f874b2dc0a11ce7ccfed1af0a160846d4c8622087c54deb82b30e53c38fde97e,1.3903650349820964,1.2932808219920844,0.09708421299001202,0.0,0.9765625
51,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/4/1,1,40,HumanEval/4,medium,control_fixed64,ok,False,130,9,17,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: name 'math' is not defined,f559560abe22a726e58a07d102d002022414e60f8dcc9781dcaa7de81c5ab96c,3127985bbc5f53228f27e84c3589b3a7d471bd115fc01675943911286b652778,1.3845899750012904,1.2924194340012036,0.09217054100008681,0.0,0.98046875
52,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/5/1,1,50,HumanEval/5,medium,control_fixed64,ok,False,136,9,11,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: name 'delimter' is not defined,73a2be70f5d84a68a9a8c77eba40b1a32faf2ad582469b541748938c5c9333a3,33731b417290ed422c95566dc89a10eec5df64b6204f3046a7ee657f004b6189,1.389286010991782,1.295015529030934,0.09427048196084797,0.0,0.98828125
53,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/6/5,5,64,HumanEval/6,medium,control_fixed64,ok,False,188,9,17,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: ,f171d2a44b97b3e14799d329f0a99eec66b3d47821a89c80d77583f5a632a41d,dd0c07313289d441e12893d49a7ab47969dc1adace61e9f5a012938d193bff12,1.4765960770309903,1.3811155619914643,0.09548051503952593,0.0,0.98046875
54,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/10/5,5,104,HumanEval/10,medium,control_fixed64,ok,False,217,9,7,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: ,ed545001fecef77da3217c3a10163a7c3d4e78825d28c61867f9476e3881585f,b9a018d3a3d14902cd7aa3357b88fcb426e71aec458d72d7f8104c82ac908e12,1.4861828139983118,1.3938315369887277,0.09235127700958401,0.0,0.9921875
55,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/14/5,5,144,HumanEval/14,medium,control_fixed64,ok,False,70,9,13,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: name 'raange' is not defined,c5211e16d26a72430c298ad43dc92f46c2d2d2e5a926d6f68d81db71c9e1ced2,a196407ee401dfb0a661d1ad46b97acf002751e684e795a111bce7d58e8ef73a,1.4034011490293778,1.299025017011445,0.10437613201793283,0.0,0.96875
