manifest_index,source_config,task_id,prompt_id,row_id,task_group,length_bucket,policy,status,passed,prefix_len_tokens,middle_len_tokens,suffix_len_tokens,oracle_canvas_tokens,selected_canvas_tokens,selected_minus_oracle,abs_selected_minus_oracle,mask_length_source,selected_score,selected_raw_score,selected_adjusted_score,compile_passed,tier2_smoke_exec_passed,tier3_unit_tests_passed,error_type,error_message,candidate_full_code_sha256,candidate_middle_sha256,total_sec_including_probe,decode_sec,verification_sec,length_probe_sec,mean_final_confidence
10,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/32/L7_L8,L7_L8,802,HumanEval/32,medium,control_fixed64,ok,False,368,9,9,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: ,7de828986622ccab198e3f7efab963f882ab85c4889aca6ce33ef8250bf7ee49,9325bc6f4fa1530217ece3c386505e328d9e7c5031239c46c4252103e7380415,2.366676337958779,2.2840983900241554,0.08257794793462381,0.0,0.9765625
11,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/37/L5_L5,L5_L5,913,HumanEval/37,medium,control_fixed64,ok,False,173,9,25,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: ,7f5aba2d1ee6224de198f7224eca2d9823f1c50841ed65d55a5396796f63d1f3,b4e6ba3ddc8571a5fc8d684c71751e1f799d9a07484fbe0e7627a2bd7ac6d713,2.013695547997486,1.9154571650433354,0.09823838295415044,0.0,0.984375
12,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/10/L5_L5,L5_L5,342,HumanEval/10,long,control_fixed64,ok,False,192,17,24,17,64,47,47,fixed,,,,False,False,False,SyntaxError,"invalid syntax (<unknown>, line 27)",43c494827ece3fe9ff4e74e5452af4e3d01257ebd98c590a1bc5aa5651c50f96,8f4a5b0986ef5e773634cd865a4ea0f81315a839a918ea23a37cc9067d22d893,1.9756707969936542,1.9753903140081093,0.00028048298554494977,0.0,0.97265625
13,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/11/L1_L3,L1_L3,356,HumanEval/11,long,control_fixed64,ok,True,94,17,29,17,64,47,47,fixed,,,,True,True,True,,,0bb1cd544cac068981f530e71e5d5b0861c5c21019ead281e219648d67bd6cdf,00abc94e539cbf0eccfc08f1777fa9b544c4635b37e3ec7bf184eb723ec3a4e9,1.5664793200558051,1.4863008800311945,0.08017844002461061,0.0,1.0
14,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/12/L4_L5,L4_L5,385,HumanEval/12,long,control_fixed64,ok,False,133,17,4,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: ,0e58d2df93336dc32654b8b9ee13d48bdb067ecc2236df29f87955a47b34b586,f539d52061a75856fdb4704d52c555c906a2b48a7e5111e26654e13077e41889,1.715562434925232,1.619217071973253,0.09634536295197904,0.0,0.9921875
15,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/26/L2_L2,L2_L2,719,HumanEval/26,long,control_fixed64,ok,False,103,17,0,17,64,47,47,fixed,,,,False,False,False,SyntaxError,"unterminated triple-quoted string literal (detected at line 17) (<unknown>, line 16)",7b114e9aaff7b9eb4033188e0b018a62259667ebfac0beb9f046b95a323a0746,8e1ef4cb561b12879a19ee3a4b9e5b2673021f8b4638b5c999e9d492c5728b0b,1.4564852169714868,1.4563652040087618,0.0001200129627250135,0.0,0.9921875
16,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/43/L2_L3,L2_L3,1077,HumanEval/43,long,control_fixed64,ok,True,188,17,4,17,64,47,47,fixed,,,,True,True,True,,,802f03d60e29ff3011e9cd16871c7f51ef0bab602aeb689cb2e4d362312c02cc,030af195d32b560787d19131ca58c236f029f51f2422bd8fb90761408c179101,1.708204752067104,1.6159910910064355,0.09221366106066853,0.0,0.97265625
17,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/44/L2_L3,L2_L3,1092,HumanEval/44,long,control_fixed64,ok,True,117,17,4,17,64,47,47,fixed,,,,True,True,True,,,e3bb3b9bcd9709f4a11997b87ebad36b5a835b6fea3ea187c6f68148eb4a525d,265d20800a433f37873e27c8b2d883ea1e18e38715daa3ea83e58b8f92469a78,1.60546447703382,1.523245777003467,0.08221870003035292,0.0,1.0
18,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/48/L1_L1,L1_L1,1145,HumanEval/48,long,control_fixed64,ok,False,96,17,8,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: ,9c94451d9d266fb13b44bb0c3bdbf1ea07cc24af10af3d40c436c43f2552dfe0,af33f6ed05385da1d25c413df7b3cb6b3de07c55f9df7b20f6f444ccbec46c2c,1.6129758330644108,1.52759498602245,0.0853808470419608,0.0,0.9921875
19,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L2_L4,L2_L4,1209,HumanEval/56,long,control_fixed64,ok,False,112,17,25,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: ,b99614d1743ccf6e6653c1e8b07cfafeecec0501f985854b8036c28100ab81d3,a697fea60120fd3565e3b07ced8b2b3a823f0af5f33c57a8beb88168db88987c,1.694797760923393,1.611312064982485,0.08348569594090804,0.0,0.9921875
20,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/129/L0_L26,L0_L26,4239,HumanEval/129,extreme,control_fixed64,ok,False,413,191,0,191,64,-127,127,fixed,,,,False,False,False,SyntaxError,"unterminated triple-quoted string literal (detected at line 40) (<unknown>, line 34)",648a7f7056b3f40a8137f87717d557d71d3de6dcebb9cc7a84dbc2a4fa5676f0,bc333e95f764d002c5139fded0775d21bac9095ee231de98d391bf9c9cd25553,2.3007913070032373,2.3006832919782028,0.00010801502503454685,0.0,0.98828125
21,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/156/L0_L13,L0_L13,5587,HumanEval/156,extreme,control_fixed64,ok,False,123,178,0,178,64,-114,114,fixed,,,,False,False,False,SyntaxError,"'{' was never closed (<unknown>, line 15)",e7ff4221db73853cf097510af957be0670ae7d5230b2251640d2b04eed773265,bee3f504ee4638ffe91e584b24618be47cc50db81d6ef87b9df67ee0f77ab46a,1.4967225579894148,1.4965858819778077,0.0001366760116070509,0.0,0.96875
22,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/124/L0_L15,L0_L15,3920,HumanEval/124,extreme,control_fixed64,ok,False,299,165,0,165,64,-101,101,fixed,,,,True,True,False,UnitTestFailure,failed: ,364597f41c65be9f736832283283d3f5cfe85a4f7b09b2ddcb876b23b6c97685,4a124fcde0b3ae65d5da955463eb50f6b6d4f861546fae862c3417558d2e95f9,2.1245694950339384,2.0413513680105098,0.08321812702342868,0.0,0.9921875
23,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/140/L0_L19,L0_L19,4826,HumanEval/140,extreme,control_fixed64,ok,False,119,161,0,161,64,-97,97,fixed,,,,True,True,False,UnitTestFailure,failed: This prints if this assert fails 1 (good for debugging!),9d74f398c26ac47abde3529890e4aaf8a4145bb8a939cb8bf1b3b4e216494e77,f0468083cf41ba95f587c6799a83ae3ad09005ef4b6c3dfa3089d5e72a72e836,1.5783308389945887,1.4834655080339871,0.09486533096060157,0.0,0.9921875
24,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/148/L0_L8,L0_L8,5369,HumanEval/148,extreme,control_fixed64,ok,False,220,140,0,140,64,-76,76,fixed,,,,True,True,False,UnitTestFailure,failed: object of type 'NoneType' has no len(),d65a36621cb8e5920cded50ccd06b7ddd21bcfaf5f61687d286ea148eaf0b698,00aa03ec404b042356feff57095686f6f7ad27cd3a1dcebce79cc164dd5cde1c,2.0690524880192243,1.975047041021753,0.09400544699747115,0.0,0.9921875
25,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/141/L0_L13,L0_L13,5030,HumanEval/141,extreme,control_fixed64,ok,False,222,139,0,139,64,-75,75,fixed,,,,False,False,False,SyntaxError,"'[' was never closed (<unknown>, line 22)",4debb6756bac1f153bf30bc808826d0afd4746b6ce9870e7e0e2f480543ab214,d0102042c4cca248f5c9291106e3568cbeb5945100508bf6224f0cab3363261f,1.978120943007525,1.9779660400236025,0.00015490298392251134,0.0,0.97265625
26,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/107/L0_L11,L0_L11,3281,HumanEval/107,extreme,control_fixed64,ok,False,234,134,0,134,64,-70,70,fixed,,,,False,False,False,SyntaxError,"invalid syntax (<unknown>, line 34)",e1271fa8d0261ad288ba91f7bcf960391ce35689902ca2de42824b195722054d,115896b30a1be0a7a49369279b9c3dbf1800053d832344c2747f8d64e40a3136,1.9717650290112942,1.9715480279992335,0.00021700101206079125,0.0,0.96484375
27,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/132/L0_L15,L0_L15,4597,HumanEval/132,extreme,control_fixed64,ok,False,147,131,3,131,64,-67,67,fixed,,,,True,True,False,UnitTestFailure,failed: This prints if this assert fails 1 (good for debugging!),5ae16468d863a2adb49aa791f67e55e120f9704c20c265dc6382df9a46d5ad54,5030b9228b71128f885a7bcdbb5fc850e10f6185f529eb9a122a4749605ba85f,1.6973145969677716,1.611197360965889,0.0861172360018827,0.0,0.9921875
28,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/127/L0_L15,L0_L15,4106,HumanEval/127,extreme,control_fixed64,ok,False,270,129,0,129,64,-65,65,fixed,,,,False,False,False,SyntaxError,"'(' was never closed (<unknown>, line 28)",1f9627ff1d3f28fff684f19cc1d9ce6ad98b9b1a0fe4ce583344400824e2e1f2,0fb2ac57452f1493f54bcba362120742e291f7d526e995f33bd3217d7fc3bc87,2.0097732730209827,2.009633723006118,0.00013955001486465335,0.0,0.98046875
29,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/99/L0_L18,L0_L18,2775,HumanEval/99,extreme,control_fixed64,ok,False,170,124,1,124,64,-60,60,fixed,,,,True,True,False,UnitTestFailure,failed: Test 1,7666023aa23f44ba0fdbf62e0086d0cb4877946819184538d4f6c47bb26e0335,93062912b6925722a88c7685199dae0dc78e4b8712c022e7a8edd8a1ed0947e9,1.7037610010011122,1.6119096649927087,0.09185133600840345,0.0,0.9921875
30,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/0/6,6,5,HumanEval/0,short,control_fixed64,ok,False,177,1,9,1,64,63,63,fixed,,,,False,False,False,SyntaxError,"inconsistent use of tabs and spaces in indentation (<unknown>, line 17)",bd90c5a4b9a9c80a79603e8ab01211ed379041bf543d1c4665f50c03196620d8,2ff7d3ddc14fa0205b15d6936c882c682ef2dba5f41615f3c0c6dab0ab107e49,1.612722592020873,1.612527672026772,0.0001949199941009283,0.0,0.98046875
31,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/2/4,4,23,HumanEval/2,short,control_fixed64,ok,False,87,1,8,1,64,63,63,fixed,,,,True,True,False,UnitTestFailure,failed: ,c7351f59b833d8cb8af22f685546d6826c2096b883e07b5d76583a3ffe6fe25b,b890b3f33659383b8faeaa7588f292e96826017a078fb78b4d0d75a21c69a77f,1.5472089949762449,1.4472237839945592,0.09998521098168567,0.0,0.984375
32,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/8/9,9,88,HumanEval/8,short,control_fixed64,ok,True,137,1,22,1,64,63,63,fixed,,,,True,True,True,,,104b2b9bce06263699def7b11552ba34c669972bb6ab2bfa7fcdb04131d5a34b,3c008d5c759a65b16a72df4918635dac728121561b83f155d16a3ace872a4f47,1.7146756830625236,1.6169938090024516,0.097681874060072,0.0,0.9609375
33,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/11/7,7,116,HumanEval/11,short,control_fixed64,ok,True,137,1,3,1,64,63,63,fixed,,,,True,True,True,,,395c5c902d99582d32c6c588bf12ebefb76ed5c927a884af1639790fc772c6e4,cc35bbf57314eb2788255bc9fef261f01bd1880fa1270787fcc3e2b98a64e09f,1.7132711239974014,1.6154178769793361,0.0978532470180653,0.0,0.95703125
34,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/13/6,6,135,HumanEval/13,short,control_fixed64,ok,True,88,1,4,1,64,63,63,fixed,,,,True,True,True,,,3e0ce1dab2c8e2847cf6502f651c7f39cbf7bebb85484b83bfb609c496c8acb9,d1e17719464b8a308fb0d51a6621325afe021f2e3d1cfe9692f2af97574ffcc6,1.581985963974148,1.4752059849561192,0.10677997901802883,0.0,0.99609375
35,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/16/4,4,163,HumanEval/16,short,control_fixed64,ok,True,79,1,3,1,64,63,63,fixed,,,,True,True,True,,,e66d6b73e42ff170bc36c2bffd3e9c26a4d29672d897c435858ccd0929e07d2e,437422dcee333e23055c738a409ffefbb883abfc48ca7150bfc9ca34a7675578,1.5723900859593414,1.4615570660098456,0.11083301994949579,0.0,0.97265625
36,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/18/3,3,182,HumanEval/18,short,control_fixed64,ok,False,104,1,37,1,64,63,63,fixed,,,,True,True,False,UnitTestFailure,failed: name 'starng' is not defined,7a3c6d391eff5bf576e4f781e1f1a7c1fada3cdd4ebf88295bc115126f3c9b56,3b4b9db50e1f4995daa59e6d14bd9ad8dd408c0bd763b6be445f8fe93dff2f50,1.7194312060019001,1.6137113900040276,0.1057198159978725,0.0,0.9921875
37,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/19/1,1,190,HumanEval/19,short,control_fixed64,ok,False,167,1,60,1,64,63,63,fixed,,,,True,True,False,UnitTestFailure,failed: 'six',460372147ec4ad2e38ad948a2d42ce7ad9657add7eb1d5afd61f7399f1dedccc,231d64a3725759e13b62756408d2ede006ad882e842d71b791cfa5ed0b3fb9f6,2.082170039997436,1.9807590459822677,0.1014109940151684,0.0,0.984375
38,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/23/2,2,231,HumanEval/23,short,control_fixed64,ok,False,48,1,3,1,64,63,63,fixed,,,,True,True,False,UnitTestFailure,failed: name 's' is not defined,b345c48b2919e41df4d96d1542311046ef4bce067a1e2fc76c8e1a7d70c7e762,bd2bb3af34c4c15665ea5aa3c44ee6dd8972bc5e8795f11affc1b602c0407c87,1.4944005389115773,1.3967959969886579,0.09760454192291945,0.0,0.9765625
39,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/3/3,3,32,HumanEval/3,medium,control_fixed64,ok,False,135,9,15,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: name 'balnce' is not defined,aca0b428d25190ac43808981a96a16be992f1b2d91e61b26b8bf9290a728e24a,f874b2dc0a11ce7ccfed1af0a160846d4c8622087c54deb82b30e53c38fde97e,1.7401915169903077,1.6117988629848696,0.1283926540054381,0.0,0.9765625
40,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/4/1,1,40,HumanEval/4,medium,control_fixed64,ok,False,130,9,17,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: name 'math' is not defined,f559560abe22a726e58a07d102d002022414e60f8dcc9781dcaa7de81c5ab96c,3127985bbc5f53228f27e84c3589b3a7d471bd115fc01675943911286b652778,1.7270474640536122,1.6188472699723206,0.10820019408129156,0.0,0.98046875
41,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/5/1,1,50,HumanEval/5,medium,control_fixed64,ok,False,136,9,11,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: name 'delimter' is not defined,73a2be70f5d84a68a9a8c77eba40b1a32faf2ad582469b541748938c5c9333a3,33731b417290ed422c95566dc89a10eec5df64b6204f3046a7ee657f004b6189,1.7223362440126948,1.6108207569923252,0.11151548702036962,0.0,0.98828125
42,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/6/5,5,64,HumanEval/6,medium,control_fixed64,ok,False,188,9,17,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: ,f171d2a44b97b3e14799d329f0a99eec66b3d47821a89c80d77583f5a632a41d,dd0c07313289d441e12893d49a7ab47969dc1adace61e9f5a012938d193bff12,2.0721111319726333,1.9714453580090776,0.1006657739635557,0.0,0.98046875
43,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/10/5,5,104,HumanEval/10,medium,control_fixed64,ok,False,217,9,7,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: ,ed545001fecef77da3217c3a10163a7c3d4e78825d28c61867f9476e3881585f,b9a018d3a3d14902cd7aa3357b88fcb426e71aec458d72d7f8104c82ac908e12,2.0907892099930905,1.9756408390239812,0.11514837096910924,0.0,0.9921875
44,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/14/5,5,144,HumanEval/14,medium,control_fixed64,ok,False,70,9,13,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: name 'raange' is not defined,c5211e16d26a72430c298ad43dc92f46c2d2d2e5a926d6f68d81db71c9e1ced2,a196407ee401dfb0a661d1ad46b97acf002751e684e795a111bce7d58e8ef73a,1.5695252739824355,1.4549172900151461,0.11460798396728933,0.0,0.96875
45,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/15/3,3,152,HumanEval/15,medium,control_fixed64,ok,True,77,9,5,9,64,55,55,fixed,,,,True,True,True,,,0ff9dd5318b433c861b68c16e8fe0a65c5bcbfee23a0a8489ac00564d07bf31a,a0f1a2d188bde4d776cf47ae540b9489b046cdffdfdc2ee08dd83832ac6bf42d,1.5718745780177414,1.451269946002867,0.12060463201487437,0.0,0.9609375
46,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/17/7,7,176,HumanEval/17,medium,control_fixed64,ok,True,195,9,18,9,64,55,55,fixed,,,,True,True,True,,,13ac4851e634b561c9b1bbe5379325e5e71549c4d655f0701e363ed66ab3d04c,b54b374d48bb1a4a9f9a010fb5a223f447dc76e59191167be7dd544102c4cd2b,2.096498507016804,1.9827840200159699,0.1137144870008342,0.0,0.97265625
47,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/29/4,4,293,HumanEval/29,medium,control_fixed64,ok,True,95,9,6,9,64,55,55,fixed,,,,True,True,True,,,e39c6ebed7f0b51375ff74e1d9a2d8a2680fdab779711b79afe1ff3d7963e963,fe4df96a5be1bebb0471ab244c07324a2fd382d7fd9c474ed3720b26584e6e85,1.570012234034948,1.4631632119999267,0.10684902203502133,0.0,0.98046875
48,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/38/9,9,388,HumanEval/38,medium,control_fixed64,ok,False,174,9,1,9,64,55,55,fixed,,,,True,True,False,UnitTestFailure,failed: empty separator,2d0027ca0410a032ed7e3cd01258ab083b740957f53ecdceb9bff463db32dab8,4e0186d91e0b72e01a0960269c3689c95b98972d1b7f868972c57e410e72feb6,1.7481931340298615,1.6197147489874624,0.12847838504239917,0.0,0.96484375
49,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/12/4,4,123,HumanEval/12,long,control_fixed64,ok,False,135,17,4,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: ,5defaf94e39079abda260533e21a56e12d23dd965668a6bd8b51b00b6c899ab7,c3958802944253021586c8b1ddc3835754d60ee08dc3a583180475f68f87206b,1.7212645670515485,1.6151167060015723,0.1061478610499762,0.0,0.9921875
50,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/24/5,5,244,HumanEval/24,long,control_fixed64,ok,False,59,17,3,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: name 'ran' is not defined,00817c8238b9e20bbbe785354858f8388226367bdfb61a15eb09b52bbc94291f,cdd37a791f1cdb59abc3f5e806a01c0f56c9876148884b2225c5709b25b9b538,1.5483491150662303,1.4458161480142735,0.1025329670519568,0.0,0.96875
51,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/26/10,10,269,HumanEval/26,long,control_fixed64,ok,False,92,17,13,17,64,47,47,fixed,,,,False,False,False,SyntaxError,"invalid syntax. Perhaps you forgot a comma? (<unknown>, line 19)",01bfd2cd42f1f51a4575660d245316a6b38c9b70863e34ad46a2298ffd28051a,0f23355dbe8e08e7d01109a500819cfee9919a60c72f8741b99f31b86e839e69,1.4746471969992854,1.474327018018812,0.00032017898047342896,0.0,0.984375
52,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/32/5,5,324,HumanEval/32,long,control_fixed64,ok,False,322,17,48,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,timed out,42120eba2ada539b9022a3f10fbd400e053161dbc0fdb2f01a44686eef7eb4bc,b2a5b3184f0836b57ec13f607b40f11176a99823175c40ee6a65fdf9b44b629c,5.41647966398159,2.298261296993587,3.1182183669880033,0.0,0.98046875
53,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/43/8,8,437,HumanEval/43,long,control_fixed64,ok,True,180,17,13,17,64,47,47,fixed,,,,True,True,True,,,efa3a4dbbde954c4538fa98e6704dc2a776778f11335f5c6294c3b6dda646d4f,d03df4c8abe1a8953552eb424049cc4932bc8c64cc8c2712df8697dc848d016b,2.019556986982934,1.9259885550127365,0.09356843197019771,0.0,0.9765625
54,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/63/7,7,636,HumanEval/63,long,control_fixed64,ok,False,189,17,15,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: name 'fibFib' is not defined,af8edbe185da97b0fd345833dde4e8ace862a14879de1a8cc6b9fe8ed35bb9f6,b23875842a2e51825dc07864d0fcc674d3c731358f9e100d0ce0ff3834c1d266,2.069540973054245,1.9727262470405549,0.09681472601369023,0.0,1.0
55,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/67/2,2,671,HumanEval/67,long,control_fixed64,ok,False,244,17,8,17,64,47,47,fixed,,,,True,True,False,UnitTestFailure,failed: invalid literal for int() with base 10: 'and',0535c36955cba598f3c019a7a57c2ba444f160629d5babf6a2a9a9a9a764d744,a76ce5ceccdc8e3cfaba3306d45942b87fb89fc62c9b92b23c722d2d14850d83,2.101214654103387,2.005073064006865,0.09614159009652212,0.0,0.9921875
