manifest_index,hard_tail_sample_group,first_pass_taxonomy,current_taxonomy,label_changed_from_first_pass,source_config,task_id,row_id,task_group,length_bucket,middle_len_tokens,first_pass_control_passed,first_pass_deployable_passed,first_pass_oracle_passed,current_control_passed,current_deployable_passed,current_oracle_passed,genuinely_canvas_recoverable_now,rescue_limited_or_noncanvas_now,deployable_cal_lite_help_now,deployable_cal_lite_harm_now,oracle_canvas_harm_vs_control_now,control_fixed64_selected_canvas_tokens,control_fixed64_error_type,control_fixed64_candidate_full_code_sha256,best_deployable_cal_lite_alpha006_selected_canvas_tokens,best_deployable_cal_lite_alpha006_error_type,best_deployable_cal_lite_alpha006_candidate_full_code_sha256,oracle_sufficient_canvas_selected_canvas_tokens,oracle_sufficient_canvas_error_type,oracle_sufficient_canvas_candidate_full_code_sha256
10,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/32/L7_L8,802,HumanEval/32,medium,9,False,True,True,False,True,True,True,False,True,False,False,64,UnitTestFailure,7de828986622ccab198e3f7efab963f882ab85c4889aca6ce33ef8250bf7ee49,9,,3390a284edc311fb1d66d4a9e3a71a496f344fc7b747ce82fc9a8398fc775c7a,9,,3390a284edc311fb1d66d4a9e3a71a496f344fc7b747ce82fc9a8398fc775c7a
11,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/37/L5_L5,913,HumanEval/37,medium,9,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,7f5aba2d1ee6224de198f7224eca2d9823f1c50841ed65d55a5396796f63d1f3,6,UnitTestFailure,b4dc7f39fb131ddbfe8f90737e83b232fad660cb2fc318d8ff786c00bf37834e,9,UnitTestFailure,c7aa8b221551302023ec6378a477c0042691b1f10b72ce094bcbca610834ebbb
12,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/10/L5_L5,342,HumanEval/10,long,17,False,False,True,False,False,True,True,False,False,False,False,64,SyntaxError,43c494827ece3fe9ff4e74e5452af4e3d01257ebd98c590a1bc5aa5651c50f96,16,UnitTestFailure,10c1dce0b5732e404135de19276f9f18999b65011e2b2db1851cca8f3347ffbb,17,,4f93855da57c185ede19a14d11665607cecc1dd05277e38c4736ef3f7c56a9b4
13,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/11/L1_L3,356,HumanEval/11,long,17,True,False,True,True,False,True,False,False,False,True,False,64,,0bb1cd544cac068981f530e71e5d5b0861c5c21019ead281e219648d67bd6cdf,7,UnitTestFailure,e7d7829f602f9d0b5933ef2d4f83bc823eae479471f6d3724d27e061556124d0,17,,3f868f860b145b75670a38e6b052ea1b335906692087fd6221ce83cffbcfa496
14,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/12/L4_L5,385,HumanEval/12,long,17,False,False,True,False,False,True,True,False,False,False,False,64,UnitTestFailure,0e58d2df93336dc32654b8b9ee13d48bdb067ecc2236df29f87955a47b34b586,4,SyntaxError,37b1d5a6272f99fc2d10503a392c2da0e8a91e16e70233a51865edd5f64264a9,17,,3685e6ba074e41236d9197c721cf71ef513eccd706be51a79f76727ad87884d6
15,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/26/L2_L2,719,HumanEval/26,long,17,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,7b114e9aaff7b9eb4033188e0b018a62259667ebfac0beb9f046b95a323a0746,3,SyntaxError,27957c0c6087cef930992bebd67d932a002dd8e20d533c4a4513cb8d27309145,17,SyntaxError,50f6a651831aca73854104e2941b13c043f668c55d5424d5b6117d1d65ca86a6
16,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/43/L2_L3,1077,HumanEval/43,long,17,True,False,True,True,False,True,False,False,False,True,False,64,,802f03d60e29ff3011e9cd16871c7f51ef0bab602aeb689cb2e4d362312c02cc,16,UnitTestFailure,3a4bf2be98c2714f513239f7efbd95ce2c7cda9eadf78bc6f34d66f4a7b5c31b,17,,47648f54f2309e52e0bed53c69e57b6959aa9e2ce99de6ebe0226d6b8b1b3926
17,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/44/L2_L3,1092,HumanEval/44,long,17,True,False,True,True,False,True,False,False,False,True,False,64,,e3bb3b9bcd9709f4a11997b87ebad36b5a835b6fea3ea187c6f68148eb4a525d,11,UnitTestFailure,8f9fd84f906dbfad4903d1c3bf18e75882e6ba479c2ec74844fd9ac8ee3e6c2c,17,,8a4ed1f07b8b14d66fc315b5dd17b0a047feea7cb4771b8298e2eb53aba83d74
18,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/48/L1_L1,1145,HumanEval/48,long,17,False,False,True,False,False,True,True,False,False,False,False,64,UnitTestFailure,9c94451d9d266fb13b44bb0c3bdbf1ea07cc24af10af3d40c436c43f2552dfe0,6,UnitTestFailure,6e04e71f63fadd57d39b8a40bd82d59f51acdfcaccfefda72ada3244c0ff1b92,17,,1a295c8db055497201afe2f2dc2c71d6bd499aac6edf0cb7a235bd76d884b16a
19,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L2_L4,1209,HumanEval/56,long,17,False,True,True,False,True,True,True,False,True,False,False,64,UnitTestFailure,b99614d1743ccf6e6653c1e8b07cfafeecec0501f985854b8036c28100ab81d3,20,,3211abf306381b71178f77433099892dbd2144db05f7cee0d9dd0381d389b095,17,,eeb4ec229309a79c9b1008231bf5618361274261c3f74bd3849f4ea92f8f4516
20,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/129/L0_L26,4239,HumanEval/129,extreme,191,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,648a7f7056b3f40a8137f87717d557d71d3de6dcebb9cc7a84dbc2a4fa5676f0,3,SyntaxError,64155ef09767f0ff5a0fc8a31c38f86919a2149fdc75e689c5697a713411e74f,191,SyntaxError,22780e673c0f2befa88e43f7b16df66038fdb7f2310eea269e5b4958ce0a5f6e
21,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/156/L0_L13,5587,HumanEval/156,extreme,178,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,e7ff4221db73853cf097510af957be0670ae7d5230b2251640d2b04eed773265,3,UnitTestFailure,1f1a9fee9d5f5b6fd7319ff3a4c5e839d8c287f784b6fbe5e2536e923d4eb1c3,178,UnitTestFailure,387ab812108c748d4c4bdd4196d1b3357d7c78453d934c509b372fc6f1571a83
22,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/124/L0_L15,3920,HumanEval/124,extreme,165,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,364597f41c65be9f736832283283d3f5cfe85a4f7b09b2ddcb876b23b6c97685,3,SyntaxError,388158f8d2eb81617cbf1717b9d174dd2c559c62d3374a391ad7f55518a60113,165,SyntaxError,efe2073448d7bbcecbc97235590bed6924b7c8771934d8583c11a66ae8a33c24
23,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/140/L0_L19,4826,HumanEval/140,extreme,161,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,9d74f398c26ac47abde3529890e4aaf8a4145bb8a939cb8bf1b3b4e216494e77,3,SyntaxError,637f2db554040e237361ffb6f93ebd211d0c0aedabb49d7b06be30a9e17139ed,161,SyntaxError,2b4971c68d73689f77642080769d3d1f2f022f1516ddc01eac7d5ee92e3c63e6
24,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/148/L0_L8,5369,HumanEval/148,extreme,140,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,d65a36621cb8e5920cded50ccd06b7ddd21bcfaf5f61687d286ea148eaf0b698,3,SyntaxError,2b61975a0d80fc2842702e24eaed7ea605ccc980b8bb4c62ece4ca984967de35,140,SyntaxError,f5ed3f7c053f9ad04ec940fe2c02d18f8dd9e504f83007e156120366b0fa72de
25,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/141/L0_L13,5030,HumanEval/141,extreme,139,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,4debb6756bac1f153bf30bc808826d0afd4746b6ce9870e7e0e2f480543ab214,3,UnitTestFailure,7fdea28ea609063a54d0668b41288e71d121ec6206c9ed3d5b190b6184f809fd,139,SyntaxError,e62a32d6e1f442db87a1c5bdb53f7f0695e28d316f1275a6adb99f7d3a9d3d79
26,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/107/L0_L11,3281,HumanEval/107,extreme,134,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,e1271fa8d0261ad288ba91f7bcf960391ce35689902ca2de42824b195722054d,3,SyntaxError,99536bb4ad568d132bba68f06b4a7ebd46c54edbf3c0820614522d8464e05e86,134,SyntaxError,874d7b09d4442150335b4fdb911d5f96e8d916212d7f35b2e79516d90d3a43ab
27,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/132/L0_L15,4597,HumanEval/132,extreme,131,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,5ae16468d863a2adb49aa791f67e55e120f9704c20c265dc6382df9a46d5ad54,4,UnitTestFailure,ff4bda34cb5bf92aca630f635b8df9bdf52e5b43c47eb7cbb2d2462b85cb7477,131,UnitTestFailure,fdeecc73d7deefebc6dd8e925ab491b08ddae3401fae4f0d4bc82385da1a68f5
28,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/127/L0_L15,4106,HumanEval/127,extreme,129,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,1f9627ff1d3f28fff684f19cc1d9ce6ad98b9b1a0fe4ce583344400824e2e1f2,3,UnitTestFailure,f065590349a68d7b0863a2d81dfe86c08cce0693a2b253837c6940e9eeb23236,129,SyntaxError,6ee66b4cd7138b1d438b51282297e45ae2ebd43176673393636b745181fedca6
29,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/99/L0_L18,2775,HumanEval/99,extreme,124,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,7666023aa23f44ba0fdbf62e0086d0cb4877946819184538d4f6c47bb26e0335,3,SyntaxError,704bef828d616163ce01e16ebd7a2895c85633c4b3066e45b0a06ccdfb452d3e,124,UnitTestFailure,143aef027aec4f7de8187e01b2be7ab9e0aa1ff74d3044c32b5920f5067d8296
30,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/0/6,5,HumanEval/0,short,1,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,bd90c5a4b9a9c80a79603e8ab01211ed379041bf543d1c4665f50c03196620d8,3,SyntaxError,3511a18c5bb9cccb8e5e01734ce4d465bb797ece3ad19ffe45394d2945a373ed,1,SyntaxError,49cd1a2336ee7d76554b0ccaf25c2236c5eb5fd1c10c49f761f20bcb38586c0c
31,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/2/4,23,HumanEval/2,short,1,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,c7351f59b833d8cb8af22f685546d6826c2096b883e07b5d76583a3ffe6fe25b,3,UnitTestFailure,53dc2ddb8c73f8b28e71a971edaded748c254476fc497188185620ec37a21caa,1,SyntaxError,077e946c3edb3f6940d206c22ce87f9bd9703bc4242f7fc8b1ba866872f03edf
32,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/8/9,88,HumanEval/8,short,1,True,False,True,True,False,True,False,False,False,True,False,64,,104b2b9bce06263699def7b11552ba34c669972bb6ab2bfa7fcdb04131d5a34b,9,UnitTestFailure,56e36fcd24605c139c2054e89299d54ce6be34413c1f12e0ad5b2cc49f50648f,1,,f81f225ca186c969c4a4759fbb9068160082e0ab033456fcf524227202fea3f1
33,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/11/7,116,HumanEval/11,short,1,True,False,False,True,False,False,False,False,False,True,True,64,,395c5c902d99582d32c6c588bf12ebefb76ed5c927a884af1639790fc772c6e4,9,NameError,b7fa7323e922ce74d5c2fa1d089f8cf1b76572df2c75e86da6b522f8fa90a4f0,1,SyntaxError,8d97deec431e9a42f51455ea57238c83cd8d4ce8267ea05ae73e986f26f17f52
34,harm_risk,oracle_canvas_harm_vs_control,oracle_canvas_harm_vs_control,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/13/6,135,HumanEval/13,short,1,True,True,False,True,True,False,False,False,False,False,True,64,,3e0ce1dab2c8e2847cf6502f651c7f39cbf7bebb85484b83bfb609c496c8acb9,3,,5d1956b63e5ec9266573346f49244c1b1b8f7cbf917befb2d19629790f5de465,1,SyntaxError,efc028b1caca2da98bd1aa0e518bfa252a267b57efc4cb4ceec61a90722385e7
35,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/16/4,163,HumanEval/16,short,1,True,False,False,True,False,False,False,False,False,True,True,64,,e66d6b73e42ff170bc36c2bffd3e9c26a4d29672d897c435858ccd0929e07d2e,3,UnitTestFailure,ed0c3884eb4b5d15c9025ce3a38f4884f5472e2894dc13594606805858af3709,1,UnitTestFailure,8067daf4c7f36418c367fd6217955ad0b656edff7c55d5a67646032ee57ce634
36,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/18/3,182,HumanEval/18,short,1,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,7a3c6d391eff5bf576e4f781e1f1a7c1fada3cdd4ebf88295bc115126f3c9b56,20,UnitTestFailure,e9e2eec2a03df1949a5d006df9d18af65fa533b8b2b780bb33fe81b63ff5277d,1,UnitTestFailure,4546f9f7be7a67a368c5f654923583436acbb596c6178099e4e7fad98848031f
37,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/19/1,190,HumanEval/19,short,1,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,460372147ec4ad2e38ad948a2d42ce7ad9657add7eb1d5afd61f7399f1dedccc,9,UnitTestFailure,7b09e3092642b3a4c2d063776ae80daca29d25fec37729b398c9938578bd42b7,1,UnitTestFailure,6c44ee529e9f9362b4e5390e9778c44cf1bfc63508229cef7729cf6351c0ab92
38,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/23/2,231,HumanEval/23,short,1,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,b345c48b2919e41df4d96d1542311046ef4bce067a1e2fc76c8e1a7d70c7e762,9,UnitTestFailure,4a0f23c764da4313e3e3248fd3007e3030df3fc5faed1c770fc8772430556a63,1,UnitTestFailure,ee363749c242972c1c61dcdf1c3b812fba042f1dc9c24fd1c97e45c9fe3449cb
39,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/3/3,32,HumanEval/3,medium,9,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,aca0b428d25190ac43808981a96a16be992f1b2d91e61b26b8bf9290a728e24a,7,UnitTestFailure,6516d427a129ec9f093be8dae859c800ed9c205dc5db58d178010ade5661e5ca,9,UnitTestFailure,98bb1627eb868fb8e4a1435d60b51c9feba6c925e8fa9344b6cf6b513db73712
40,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/4/1,40,HumanEval/4,medium,9,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,f559560abe22a726e58a07d102d002022414e60f8dcc9781dcaa7de81c5ab96c,9,UnitTestFailure,82dd3392f503484d73383199eea9d36a4212b2e58680ffa194bc2df545d3a1e8,9,UnitTestFailure,82dd3392f503484d73383199eea9d36a4212b2e58680ffa194bc2df545d3a1e8
41,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/5/1,50,HumanEval/5,medium,9,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,73a2be70f5d84a68a9a8c77eba40b1a32faf2ad582469b541748938c5c9333a3,7,UnitTestFailure,ef284bd664c2b202247d3eb868dcd73e72b0ba7bde070ca558c678c867d4f8e2,9,UnitTestFailure,f2874593760078392036b93f28d6019498b0364565fb1f97f229a8ff0f94af45
42,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/6/5,64,HumanEval/6,medium,9,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,f171d2a44b97b3e14799d329f0a99eec66b3d47821a89c80d77583f5a632a41d,6,UnitTestFailure,a4a4484ed3f3e3ac6ba03724e7bf4e0e07f1d51fb28f82032d6b4da960445232,9,UnitTestFailure,48d77524abca443eee2cdd351dd936c1575cb6e973f62c545baf2f4fec5c98f9
43,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/10/5,104,HumanEval/10,medium,9,False,False,True,False,False,True,True,False,False,False,False,64,UnitTestFailure,ed545001fecef77da3217c3a10163a7c3d4e78825d28c61867f9476e3881585f,15,UnitTestFailure,4243661d32c244bd7a823301aca6ce5c7d8605959d8036fc3b4f626b078522db,9,,4f93855da57c185ede19a14d11665607cecc1dd05277e38c4736ef3f7c56a9b4
44,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/14/5,144,HumanEval/14,medium,9,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,c5211e16d26a72430c298ad43dc92f46c2d2d2e5a926d6f68d81db71c9e1ced2,8,UnitTestFailure,eb83dfc65f3ffbe32cbda3b1a3e7115feb93e1abc3bbfacf6436b660071b6aed,9,UnitTestFailure,07cb2f14e4d1444005c562c6f2d694a6a5481641d95b2ae715e06033c82d2b5c
45,harm_risk,oracle_canvas_harm_vs_control,oracle_canvas_harm_vs_control,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/15/3,152,HumanEval/15,medium,9,True,True,False,True,True,False,False,False,False,False,True,64,,0ff9dd5318b433c861b68c16e8fe0a65c5bcbfee23a0a8489ac00564d07bf31a,8,,a41abc8d8742d47d27bd029b8a21935cf81c2ad20cdff74bc08aacb74a761947,9,SyntaxError,475e839266a51d2fafa570f2de9f15eebc1424377dec0cfa51e95d0f7ad1b6d4
