task_id,task_group,case_pool,action_id,experimental_seed,seed,passed,generated_text_sha256,generated_text_len,code_sha256,selected_mask_length,actual_canvas_length,oracle_mask_length,canvas_is_oracle_sufficient,decode_steps,actual_forward_steps,effective_steps,effective_update_steps,total_token_changes,early_commit_enabled,early_commit_triggered,full_schedule_completed,stop_reason,no_remaining_masks_first_step,remasked_token_count,remasked_span_start,remasked_span_end_exclusive,remasked_span_width,remasked_span_center_index,refinement_steps,refinement_executed,span_refinement_executed,stage1_hash,output_changed_vs_C,total_sec_including_probe,compile_passed,error_type,error_message_short,action_was_executed,execution_note,source_commit,c_reference_hash
SingleLineInfilling/HumanEval/121/L0,HumanEval/121,triggered_failed_long,F_oracle_sufficient_trace_remask,0,2028157315,False,d7fbfc81b20fb89448aa555c51ec900f8c32255f2f224ef8d29b8c518e637e51,78,08edf487a0f187809939d72807e39543067f35328b3c7eb22b0839a12b0c1dad,32,32,28,True,80,67,16,4,4,False,False,True,not_stopped,14,4,,,,,16,True,,d7fbfc81b20fb89448aa555c51ec900f8c32255f2f224ef8d29b8c518e637e51,False,3.0917630010517314,False,SyntaxError,"expected ':' (<unknown>, line 14)",True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,d7fbfc81b20fb89448aa555c51ec900f8c32255f2f224ef8d29b8c518e637e51
SingleLineInfilling/HumanEval/121/L0,HumanEval/121,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,2028157315,False,d7fbfc81b20fb89448aa555c51ec900f8c32255f2f224ef8d29b8c518e637e51,78,08edf487a0f187809939d72807e39543067f35328b3c7eb22b0839a12b0c1dad,32,32,28,True,88,75,24,7,7,False,False,True,not_stopped,23,7,25,32,7,28,24,True,True,d7fbfc81b20fb89448aa555c51ec900f8c32255f2f224ef8d29b8c518e637e51,False,3.4622403999092057,False,SyntaxError,"expected ':' (<unknown>, line 14)",True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,d7fbfc81b20fb89448aa555c51ec900f8c32255f2f224ef8d29b8c518e637e51
SingleLineInfilling/HumanEval/122/L0,HumanEval/122,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,859553855,False,00943cf3b81fafd705429a6e3bbf7b62b4c00dc7da56e43a4b0a7379b99dae21,100,21cf81ec40f60105ff5063fe4c61e238d4f3cbfc5996e9c0cabcb05793974f45,32,32,21,True,64,64,64,32,32,False,False,True,not_stopped,63,,,,,,,,,,False,2.9125095868948847,True,UnitTestFailure,failed: object of type 'int' has no len(),True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,00943cf3b81fafd705429a6e3bbf7b62b4c00dc7da56e43a4b0a7379b99dae21
SingleLineInfilling/HumanEval/122/L0,HumanEval/122,triggered_failed_long,F_oracle_sufficient_trace_remask,0,859553855,False,00943cf3b81fafd705429a6e3bbf7b62b4c00dc7da56e43a4b0a7379b99dae21,100,21cf81ec40f60105ff5063fe4c61e238d4f3cbfc5996e9c0cabcb05793974f45,32,32,21,True,80,79,16,4,4,False,False,True,not_stopped,14,4,,,,,16,True,,00943cf3b81fafd705429a6e3bbf7b62b4c00dc7da56e43a4b0a7379b99dae21,False,3.6411925830179825,True,UnitTestFailure,failed: object of type 'int' has no len(),True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,00943cf3b81fafd705429a6e3bbf7b62b4c00dc7da56e43a4b0a7379b99dae21
SingleLineInfilling/HumanEval/122/L0,HumanEval/122,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,859553855,False,00943cf3b81fafd705429a6e3bbf7b62b4c00dc7da56e43a4b0a7379b99dae21,100,21cf81ec40f60105ff5063fe4c61e238d4f3cbfc5996e9c0cabcb05793974f45,32,32,21,True,88,87,24,7,7,False,False,True,not_stopped,23,7,0,7,7,1,24,True,True,00943cf3b81fafd705429a6e3bbf7b62b4c00dc7da56e43a4b0a7379b99dae21,False,4.021980379940942,True,UnitTestFailure,failed: object of type 'int' has no len(),True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,00943cf3b81fafd705429a6e3bbf7b62b4c00dc7da56e43a4b0a7379b99dae21
SingleLineInfilling/HumanEval/125/L5,HumanEval/125,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,1709318163,False,cea5448019cc293d7a4eeec360b71ddbff96b64efbf7d69fbeef86e553b2a8d7,98,c2561edcb078448b54c3a05ba04015579f0e15c84ae420f5dbb7964062b89a5c,32,32,24,True,64,64,64,32,32,False,False,True,not_stopped,63,,,,,,,,,,False,3.9295323659898713,False,SyntaxError,"expected an indented block after class definition on line 18 (<unknown>, line 18)",True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,cea5448019cc293d7a4eeec360b71ddbff96b64efbf7d69fbeef86e553b2a8d7
SingleLineInfilling/HumanEval/125/L5,HumanEval/125,triggered_failed_long,F_oracle_sufficient_trace_remask,0,1709318163,False,cea5448019cc293d7a4eeec360b71ddbff96b64efbf7d69fbeef86e553b2a8d7,98,c2561edcb078448b54c3a05ba04015579f0e15c84ae420f5dbb7964062b89a5c,32,32,24,True,80,79,16,4,4,False,False,True,not_stopped,14,4,,,,,16,True,,cea5448019cc293d7a4eeec360b71ddbff96b64efbf7d69fbeef86e553b2a8d7,False,4.873651806963608,False,SyntaxError,"expected an indented block after class definition on line 18 (<unknown>, line 18)",True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,cea5448019cc293d7a4eeec360b71ddbff96b64efbf7d69fbeef86e553b2a8d7
SingleLineInfilling/HumanEval/125/L5,HumanEval/125,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,1709318163,False,cea5448019cc293d7a4eeec360b71ddbff96b64efbf7d69fbeef86e553b2a8d7,98,c2561edcb078448b54c3a05ba04015579f0e15c84ae420f5dbb7964062b89a5c,32,32,24,True,88,87,24,7,7,False,False,True,not_stopped,23,7,7,14,7,10,24,True,True,cea5448019cc293d7a4eeec360b71ddbff96b64efbf7d69fbeef86e553b2a8d7,False,5.369388052029535,False,SyntaxError,"expected an indented block after class definition on line 18 (<unknown>, line 18)",True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,cea5448019cc293d7a4eeec360b71ddbff96b64efbf7d69fbeef86e553b2a8d7
SingleLineInfilling/HumanEval/134/L2,HumanEval/134,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,2010379448,False,ba3342909f88695ed11c41950bd12ad8061eff2cf1c199d529e426f01a5d9fe2,119,5cedf624d481958e23e221388b5e324fb611dc1bbb1b516d662ad301f3b67d03,32,32,28,True,64,64,64,32,32,False,False,True,not_stopped,63,,,,,,,,,,False,3.919010616024025,False,SyntaxError,"invalid syntax (<unknown>, line 20)",True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,ba3342909f88695ed11c41950bd12ad8061eff2cf1c199d529e426f01a5d9fe2
SingleLineInfilling/HumanEval/134/L2,HumanEval/134,triggered_failed_long,F_oracle_sufficient_trace_remask,0,2010379448,False,ba3342909f88695ed11c41950bd12ad8061eff2cf1c199d529e426f01a5d9fe2,119,5cedf624d481958e23e221388b5e324fb611dc1bbb1b516d662ad301f3b67d03,32,32,28,True,80,80,16,4,4,False,False,True,not_stopped,14,4,,,,,16,True,,ba3342909f88695ed11c41950bd12ad8061eff2cf1c199d529e426f01a5d9fe2,False,4.916182140004821,False,SyntaxError,"invalid syntax (<unknown>, line 20)",True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,ba3342909f88695ed11c41950bd12ad8061eff2cf1c199d529e426f01a5d9fe2
SingleLineInfilling/HumanEval/134/L2,HumanEval/134,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,2010379448,False,ba3342909f88695ed11c41950bd12ad8061eff2cf1c199d529e426f01a5d9fe2,119,5cedf624d481958e23e221388b5e324fb611dc1bbb1b516d662ad301f3b67d03,32,32,28,True,88,88,24,7,7,False,False,True,not_stopped,23,7,22,29,7,25,24,True,True,ba3342909f88695ed11c41950bd12ad8061eff2cf1c199d529e426f01a5d9fe2,False,5.410010406048968,False,SyntaxError,"invalid syntax (<unknown>, line 20)",True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,ba3342909f88695ed11c41950bd12ad8061eff2cf1c199d529e426f01a5d9fe2
SingleLineInfilling/HumanEval/136/L2,HumanEval/136,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,182036772,False,44b211cc015ee5df5991c67bdd450e92479ec6db0685e6fb302fc33e2123ce24,116,5e056d862ff0d727ef7c933c33b57f8a75273109e5cf2cbe713d4faf52ecd522,32,32,23,True,64,64,64,32,32,False,False,True,not_stopped,63,,,,,,,,,,False,3.9324553911574185,False,SyntaxError,"'(' was never closed (<unknown>, line 19)",True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,44b211cc015ee5df5991c67bdd450e92479ec6db0685e6fb302fc33e2123ce24
SingleLineInfilling/HumanEval/136/L2,HumanEval/136,triggered_failed_long,F_oracle_sufficient_trace_remask,0,182036772,False,44b211cc015ee5df5991c67bdd450e92479ec6db0685e6fb302fc33e2123ce24,116,5e056d862ff0d727ef7c933c33b57f8a75273109e5cf2cbe713d4faf52ecd522,32,32,23,True,80,67,16,4,4,False,False,True,not_stopped,14,4,,,,,16,True,,44b211cc015ee5df5991c67bdd450e92479ec6db0685e6fb302fc33e2123ce24,False,4.133168158936314,False,SyntaxError,"'(' was never closed (<unknown>, line 19)",True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,44b211cc015ee5df5991c67bdd450e92479ec6db0685e6fb302fc33e2123ce24
SingleLineInfilling/HumanEval/136/L2,HumanEval/136,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,182036772,False,44b211cc015ee5df5991c67bdd450e92479ec6db0685e6fb302fc33e2123ce24,116,5e056d862ff0d727ef7c933c33b57f8a75273109e5cf2cbe713d4faf52ecd522,32,32,23,True,88,75,24,7,7,False,False,True,not_stopped,23,7,25,32,7,29,24,True,True,44b211cc015ee5df5991c67bdd450e92479ec6db0685e6fb302fc33e2123ce24,False,4.6290295261424035,False,SyntaxError,"'(' was never closed (<unknown>, line 19)",True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,44b211cc015ee5df5991c67bdd450e92479ec6db0685e6fb302fc33e2123ce24
SingleLineInfilling/HumanEval/15/L0,HumanEval/15,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,262852171,False,b6bac27541f7f3022bb9620bcc0941b4e2ae6dec3123f6c49d8d08848a9fc333,102,c58a7c7d7ec08f0d5b6ec55e5f730b5a0563f087e9222a1d455cb82374cb514d,32,32,19,True,64,64,64,32,32,False,False,True,not_stopped,63,,,,,,,,,,False,2.1164612540742382,False,SyntaxError,"expected an indented block after 'for' statement on line 15 (<unknown>, line 16)",True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,b6bac27541f7f3022bb9620bcc0941b4e2ae6dec3123f6c49d8d08848a9fc333
SingleLineInfilling/HumanEval/15/L0,HumanEval/15,triggered_failed_long,F_oracle_sufficient_trace_remask,0,262852171,False,b6bac27541f7f3022bb9620bcc0941b4e2ae6dec3123f6c49d8d08848a9fc333,102,c58a7c7d7ec08f0d5b6ec55e5f730b5a0563f087e9222a1d455cb82374cb514d,32,32,19,True,80,80,16,4,4,False,False,True,not_stopped,14,4,,,,,16,True,,b6bac27541f7f3022bb9620bcc0941b4e2ae6dec3123f6c49d8d08848a9fc333,False,2.6649719059932977,False,SyntaxError,"expected an indented block after 'for' statement on line 15 (<unknown>, line 16)",True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,b6bac27541f7f3022bb9620bcc0941b4e2ae6dec3123f6c49d8d08848a9fc333
SingleLineInfilling/HumanEval/15/L0,HumanEval/15,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,262852171,False,b6bac27541f7f3022bb9620bcc0941b4e2ae6dec3123f6c49d8d08848a9fc333,102,c58a7c7d7ec08f0d5b6ec55e5f730b5a0563f087e9222a1d455cb82374cb514d,32,32,19,True,88,88,24,7,7,False,False,True,not_stopped,23,7,16,23,7,19,24,True,True,b6bac27541f7f3022bb9620bcc0941b4e2ae6dec3123f6c49d8d08848a9fc333,False,2.9297612501541153,False,SyntaxError,"expected an indented block after 'for' statement on line 15 (<unknown>, line 16)",True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,b6bac27541f7f3022bb9620bcc0941b4e2ae6dec3123f6c49d8d08848a9fc333
SingleLineInfilling/HumanEval/151/L0,HumanEval/151,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,841270980,False,085143edbe280fa1bdee2cfeae9f6546292dacf2a39a25f7a011d016dd10e2ec,84,f0e5e533b4fac2d9979068afb04dcbee962aa6509b9554b1615b22793288dfec,32,32,30,True,64,64,64,32,32,False,False,True,not_stopped,63,,,,,,,,,,False,2.8654060249682516,False,SyntaxError,"invalid syntax (<unknown>, line 20)",True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,085143edbe280fa1bdee2cfeae9f6546292dacf2a39a25f7a011d016dd10e2ec
SingleLineInfilling/HumanEval/151/L0,HumanEval/151,triggered_failed_long,F_oracle_sufficient_trace_remask,0,841270980,False,085143edbe280fa1bdee2cfeae9f6546292dacf2a39a25f7a011d016dd10e2ec,84,f0e5e533b4fac2d9979068afb04dcbee962aa6509b9554b1615b22793288dfec,32,32,30,True,80,64,16,4,4,False,False,True,not_stopped,14,4,,,,,16,True,,085143edbe280fa1bdee2cfeae9f6546292dacf2a39a25f7a011d016dd10e2ec,False,2.8778736439999193,False,SyntaxError,"invalid syntax (<unknown>, line 20)",True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,085143edbe280fa1bdee2cfeae9f6546292dacf2a39a25f7a011d016dd10e2ec
SingleLineInfilling/HumanEval/151/L0,HumanEval/151,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,841270980,False,085143edbe280fa1bdee2cfeae9f6546292dacf2a39a25f7a011d016dd10e2ec,84,f0e5e533b4fac2d9979068afb04dcbee962aa6509b9554b1615b22793288dfec,32,32,30,True,88,72,24,7,7,False,False,True,not_stopped,23,7,22,29,7,25,24,True,True,085143edbe280fa1bdee2cfeae9f6546292dacf2a39a25f7a011d016dd10e2ec,False,3.237117024953477,False,SyntaxError,"invalid syntax (<unknown>, line 20)",True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,085143edbe280fa1bdee2cfeae9f6546292dacf2a39a25f7a011d016dd10e2ec
SingleLineInfilling/HumanEval/152/L0,HumanEval/152,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,1346097211,False,e7a9ca23ba958746108bf1e450657775d722541abfae7e05c83a377ad552bd3d,115,c2f71690b059bfbf7cba64af609795ad66bc81025c474f3f799224fa995f66ce,32,32,18,True,64,64,64,32,32,False,False,True,not_stopped,63,,,,,,,,,,False,4.994452307932079,True,UnitTestFailure,failed: This prints if this assert fails 1 (good for debugging!),True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,e7a9ca23ba958746108bf1e450657775d722541abfae7e05c83a377ad552bd3d
SingleLineInfilling/HumanEval/152/L0,HumanEval/152,triggered_failed_long,F_oracle_sufficient_trace_remask,0,1346097211,False,e7a9ca23ba958746108bf1e450657775d722541abfae7e05c83a377ad552bd3d,115,c2f71690b059bfbf7cba64af609795ad66bc81025c474f3f799224fa995f66ce,32,32,18,True,80,63,16,4,4,False,False,True,not_stopped,14,4,,,,,16,True,,e7a9ca23ba958746108bf1e450657775d722541abfae7e05c83a377ad552bd3d,False,5.053700824035332,True,UnitTestFailure,failed: This prints if this assert fails 1 (good for debugging!),True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,e7a9ca23ba958746108bf1e450657775d722541abfae7e05c83a377ad552bd3d
SingleLineInfilling/HumanEval/152/L0,HumanEval/152,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,1346097211,False,e7a9ca23ba958746108bf1e450657775d722541abfae7e05c83a377ad552bd3d,115,c2f71690b059bfbf7cba64af609795ad66bc81025c474f3f799224fa995f66ce,32,32,18,True,88,71,24,7,7,False,False,True,not_stopped,23,7,22,29,7,25,24,True,True,e7a9ca23ba958746108bf1e450657775d722541abfae7e05c83a377ad552bd3d,False,5.636566540924832,True,UnitTestFailure,failed: This prints if this assert fails 1 (good for debugging!),True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,e7a9ca23ba958746108bf1e450657775d722541abfae7e05c83a377ad552bd3d
SingleLineInfilling/HumanEval/157/L0,HumanEval/157,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,1589492734,False,fffd480cfe71cd908790fede586756d9290930f34b2cfe3a440a9b1b74ae7c99,97,f367a7c7120c9486ff41f3c263f98793aee3135e37b4a35eb1a031f0991ee0fa,32,32,29,True,64,64,64,32,32,False,False,True,not_stopped,63,,,,,,,,,,False,2.8020059450063854,True,UnitTestFailure,failed: This prints if this assert fails 1 (good for debugging!),True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,fffd480cfe71cd908790fede586756d9290930f34b2cfe3a440a9b1b74ae7c99
SingleLineInfilling/HumanEval/157/L0,HumanEval/157,triggered_failed_long,F_oracle_sufficient_trace_remask,0,1589492734,False,fffd480cfe71cd908790fede586756d9290930f34b2cfe3a440a9b1b74ae7c99,97,f367a7c7120c9486ff41f3c263f98793aee3135e37b4a35eb1a031f0991ee0fa,32,32,29,True,80,80,16,4,4,False,False,True,not_stopped,14,4,,,,,16,True,,fffd480cfe71cd908790fede586756d9290930f34b2cfe3a440a9b1b74ae7c99,False,3.58494349301327,True,UnitTestFailure,failed: This prints if this assert fails 1 (good for debugging!),True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,fffd480cfe71cd908790fede586756d9290930f34b2cfe3a440a9b1b74ae7c99
SingleLineInfilling/HumanEval/157/L0,HumanEval/157,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,1589492734,False,fffd480cfe71cd908790fede586756d9290930f34b2cfe3a440a9b1b74ae7c99,97,f367a7c7120c9486ff41f3c263f98793aee3135e37b4a35eb1a031f0991ee0fa,32,32,29,True,88,88,24,7,7,False,False,True,not_stopped,23,7,2,9,7,5,24,True,True,fffd480cfe71cd908790fede586756d9290930f34b2cfe3a440a9b1b74ae7c99,False,3.9205984889995307,True,UnitTestFailure,failed: This prints if this assert fails 1 (good for debugging!),True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,fffd480cfe71cd908790fede586756d9290930f34b2cfe3a440a9b1b74ae7c99
SingleLineInfilling/HumanEval/158/L0,HumanEval/158,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,16969594,False,f88bcd4aeabe44e1582d555d0ff2c1002bc289db3a43849e9d20e6bdf59c7243,108,4b8f8eb0de5fde447c46d451695b15236d8472ee15a2c2ae07b7d942784ff244,32,32,21,True,64,64,64,32,32,False,False,True,not_stopped,63,,,,,,,,,,False,2.7341079770121723,False,SyntaxError,"'(' was never closed (<unknown>, line 17)",True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,f88bcd4aeabe44e1582d555d0ff2c1002bc289db3a43849e9d20e6bdf59c7243
