task_id,task_group,case_pool,action_id,experimental_seed,seed,passed,generated_text_sha256,generated_text_len,code_sha256,selected_mask_length,actual_canvas_length,oracle_mask_length,canvas_is_oracle_sufficient,decode_steps,actual_forward_steps,effective_steps,effective_update_steps,total_token_changes,early_commit_enabled,early_commit_triggered,full_schedule_completed,stop_reason,no_remaining_masks_first_step,remasked_token_count,remasked_span_start,remasked_span_end_exclusive,remasked_span_width,remasked_span_center_index,refinement_steps,refinement_executed,span_refinement_executed,stage1_hash,output_changed_vs_C,total_sec_including_probe,compile_passed,error_type,error_message_short,action_was_executed,execution_note,source_commit,c_reference_hash
SingleLineInfilling/HumanEval/117/L4,HumanEval/117,missed_failed_long,G_oracle_sufficient_trace_span_remask,1,1550456463,True,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604,83,e8b9eb690e93890b4e8539f9877356e31c7d46d820f799be6721b87711f33a12,21,21,21,True,88,67,24,5,5,False,False,True,not_stopped,22,5,9,14,5,11,24,True,True,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604,False,5.354820255772211,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604
SingleLineInfilling/HumanEval/117/L4,HumanEval/117,missed_failed_long,E_oracle_sufficient_no_early_commit,2,1296128122,True,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604,83,e8b9eb690e93890b4e8539f9877356e31c7d46d820f799be6721b87711f33a12,21,21,21,True,64,64,64,21,21,False,False,True,not_stopped,63,,,,,,,,,,False,5.066741364193149,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604
SingleLineInfilling/HumanEval/117/L4,HumanEval/117,missed_failed_long,F_oracle_sufficient_trace_remask,2,1296128122,True,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604,83,e8b9eb690e93890b4e8539f9877356e31c7d46d820f799be6721b87711f33a12,21,21,21,True,80,59,16,3,3,False,False,True,not_stopped,14,3,,,,,16,True,,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604,False,4.741380963940173,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604
SingleLineInfilling/HumanEval/117/L4,HumanEval/117,missed_failed_long,G_oracle_sufficient_trace_span_remask,2,1296128122,True,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604,83,e8b9eb690e93890b4e8539f9877356e31c7d46d820f799be6721b87711f33a12,21,21,21,True,88,67,24,5,5,False,False,True,not_stopped,22,5,9,14,5,11,24,True,True,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604,False,5.369227887596935,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604
SingleLineInfilling/HumanEval/124/L3,HumanEval/124,missed_failed_long,E_oracle_sufficient_no_early_commit,1,192791783,True,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,59,318a4943910c16b3ff8fb79b2657c29ee14b27279ef9f7ed6da3f2ded1848820,19,19,19,True,64,64,64,19,19,False,False,True,not_stopped,63,,,,,,,,,,False,6.449783455929719,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821
SingleLineInfilling/HumanEval/124/L3,HumanEval/124,missed_failed_long,F_oracle_sufficient_trace_remask,1,192791783,True,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,59,318a4943910c16b3ff8fb79b2657c29ee14b27279ef9f7ed6da3f2ded1848820,19,19,19,True,80,57,16,2,2,False,False,True,not_stopped,12,2,,,,,16,True,,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,False,5.881369147100486,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821
SingleLineInfilling/HumanEval/124/L3,HumanEval/124,missed_failed_long,G_oracle_sufficient_trace_span_remask,1,192791783,True,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,59,318a4943910c16b3ff8fb79b2657c29ee14b27279ef9f7ed6da3f2ded1848820,19,19,19,True,88,65,24,4,4,False,False,True,not_stopped,21,4,7,11,4,9,24,True,True,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,False,6.625828933087178,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821
SingleLineInfilling/HumanEval/124/L3,HumanEval/124,missed_failed_long,E_oracle_sufficient_no_early_commit,2,150194021,True,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,59,318a4943910c16b3ff8fb79b2657c29ee14b27279ef9f7ed6da3f2ded1848820,19,19,19,True,64,64,64,19,19,False,False,True,not_stopped,63,,,,,,,,,,False,6.423187742009759,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821
SingleLineInfilling/HumanEval/124/L3,HumanEval/124,missed_failed_long,F_oracle_sufficient_trace_remask,2,150194021,True,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,59,318a4943910c16b3ff8fb79b2657c29ee14b27279ef9f7ed6da3f2ded1848820,19,19,19,True,80,57,16,2,2,False,False,True,not_stopped,12,2,,,,,16,True,,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,False,5.872329385019839,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821
SingleLineInfilling/HumanEval/124/L3,HumanEval/124,missed_failed_long,G_oracle_sufficient_trace_span_remask,2,150194021,True,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,59,318a4943910c16b3ff8fb79b2657c29ee14b27279ef9f7ed6da3f2ded1848820,19,19,19,True,88,65,24,4,4,False,False,True,not_stopped,21,4,7,11,4,9,24,True,True,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,False,6.663523461087607,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821
SingleLineInfilling/HumanEval/126/L0,HumanEval/126,missed_failed_long,E_oracle_sufficient_no_early_commit,1,835411439,True,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,44,29dd62856d91adbda8b50ba158834151001e3dc97444923e17ced089bd352642,19,19,19,True,64,64,64,19,19,False,False,True,not_stopped,63,,,,,,,,,,False,5.42525241500698,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef
SingleLineInfilling/HumanEval/126/L0,HumanEval/126,missed_failed_long,F_oracle_sufficient_trace_remask,1,835411439,True,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,44,29dd62856d91adbda8b50ba158834151001e3dc97444923e17ced089bd352642,19,19,19,True,80,57,16,2,2,False,False,True,not_stopped,12,2,,,,,16,True,,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,False,4.965669475146569,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef
SingleLineInfilling/HumanEval/126/L0,HumanEval/126,missed_failed_long,G_oracle_sufficient_trace_span_remask,1,835411439,True,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,44,29dd62856d91adbda8b50ba158834151001e3dc97444923e17ced089bd352642,19,19,19,True,88,65,24,4,4,False,False,True,not_stopped,21,4,9,13,4,11,24,True,True,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,False,5.626833753078245,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef
SingleLineInfilling/HumanEval/126/L0,HumanEval/126,missed_failed_long,E_oracle_sufficient_no_early_commit,2,983167323,True,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,44,29dd62856d91adbda8b50ba158834151001e3dc97444923e17ced089bd352642,19,19,19,True,64,64,64,19,19,False,False,True,not_stopped,63,,,,,,,,,,False,5.428258719970472,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef
SingleLineInfilling/HumanEval/126/L0,HumanEval/126,missed_failed_long,F_oracle_sufficient_trace_remask,2,983167323,True,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,44,29dd62856d91adbda8b50ba158834151001e3dc97444923e17ced089bd352642,19,19,19,True,80,57,16,2,2,False,False,True,not_stopped,12,2,,,,,16,True,,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,False,4.96517889003735,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef
SingleLineInfilling/HumanEval/126/L0,HumanEval/126,missed_failed_long,G_oracle_sufficient_trace_span_remask,2,983167323,True,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,44,29dd62856d91adbda8b50ba158834151001e3dc97444923e17ced089bd352642,19,19,19,True,88,65,24,4,4,False,False,True,not_stopped,21,4,9,13,4,11,24,True,True,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,False,5.6288678699638695,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef
SingleLineInfilling/HumanEval/145/L2,HumanEval/145,missed_failed_long,E_oracle_sufficient_no_early_commit,1,1970376050,True,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,58,8049a8ed414328d90b13fe5c0fbb14d80992795d049e86850ea5f595a7827588,20,20,20,True,64,64,64,20,20,False,False,True,not_stopped,63,,,,,,,,,,False,4.049753209808841,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef
SingleLineInfilling/HumanEval/145/L2,HumanEval/145,missed_failed_long,F_oracle_sufficient_trace_remask,1,1970376050,True,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,58,8049a8ed414328d90b13fe5c0fbb14d80992795d049e86850ea5f595a7827588,20,20,20,True,80,70,16,2,2,False,False,True,not_stopped,12,2,,,,,16,True,,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,False,4.557408354128711,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef
SingleLineInfilling/HumanEval/145/L2,HumanEval/145,missed_failed_long,G_oracle_sufficient_trace_span_remask,1,1970376050,True,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,58,8049a8ed414328d90b13fe5c0fbb14d80992795d049e86850ea5f595a7827588,20,20,20,True,88,78,24,4,4,False,False,True,not_stopped,21,4,7,11,4,9,24,True,True,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,False,5.025095318793319,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef
SingleLineInfilling/HumanEval/145/L2,HumanEval/145,missed_failed_long,E_oracle_sufficient_no_early_commit,2,52990156,True,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,58,8049a8ed414328d90b13fe5c0fbb14d80992795d049e86850ea5f595a7827588,20,20,20,True,64,64,64,20,20,False,False,True,not_stopped,63,,,,,,,,,,False,4.0520778119098395,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef
SingleLineInfilling/HumanEval/145/L2,HumanEval/145,missed_failed_long,F_oracle_sufficient_trace_remask,2,52990156,True,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,58,8049a8ed414328d90b13fe5c0fbb14d80992795d049e86850ea5f595a7827588,20,20,20,True,80,70,16,2,2,False,False,True,not_stopped,12,2,,,,,16,True,,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,False,4.522349547129124,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef
SingleLineInfilling/HumanEval/145/L2,HumanEval/145,missed_failed_long,G_oracle_sufficient_trace_span_remask,2,52990156,True,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,58,8049a8ed414328d90b13fe5c0fbb14d80992795d049e86850ea5f595a7827588,20,20,20,True,88,78,24,4,4,False,False,True,not_stopped,21,4,7,11,4,9,24,True,True,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,False,5.044453127193265,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef
SingleLineInfilling/HumanEval/146/L6,HumanEval/146,missed_failed_long,E_oracle_sufficient_no_early_commit,1,269243568,True,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,99,88888156b964572e0bafc172d2c8220e9a863d441585476f1fa20c7e7822f660,27,27,27,True,64,64,64,27,27,False,False,True,not_stopped,63,,,,,,,,,,False,4.117687061196193,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9
SingleLineInfilling/HumanEval/146/L6,HumanEval/146,missed_failed_long,F_oracle_sufficient_trace_remask,1,269243568,True,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,99,88888156b964572e0bafc172d2c8220e9a863d441585476f1fa20c7e7822f660,27,27,27,True,80,57,16,3,3,False,False,True,not_stopped,14,3,,,,,16,True,,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,False,3.809177807997912,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9
SingleLineInfilling/HumanEval/146/L6,HumanEval/146,missed_failed_long,G_oracle_sufficient_trace_span_remask,1,269243568,True,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,99,88888156b964572e0bafc172d2c8220e9a863d441585476f1fa20c7e7822f660,27,27,27,True,88,65,24,6,6,False,False,True,not_stopped,23,6,5,11,6,8,24,True,True,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,False,4.3076694388873875,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9
SingleLineInfilling/HumanEval/146/L6,HumanEval/146,missed_failed_long,E_oracle_sufficient_no_early_commit,2,1695432566,True,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,99,88888156b964572e0bafc172d2c8220e9a863d441585476f1fa20c7e7822f660,27,27,27,True,64,64,64,27,27,False,False,True,not_stopped,63,,,,,,,,,,False,4.137780342833139,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9
SingleLineInfilling/HumanEval/146/L6,HumanEval/146,missed_failed_long,F_oracle_sufficient_trace_remask,2,1695432566,True,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,99,88888156b964572e0bafc172d2c8220e9a863d441585476f1fa20c7e7822f660,27,27,27,True,80,57,16,3,3,False,False,True,not_stopped,14,3,,,,,16,True,,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,False,3.805100824101828,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9
