task_id,generated_text_sha256,action_count,actions
SingleLineInfilling/HumanEval/117/L4,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/118/L4,a2992f4fc5c4432488e499b0d2c307af485750d19ae949674c4e02d0318979a3,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/118/L6,33b0e83f8d2890ac91a2f7940575e22cfcf2a84f6d6a51f382ebec12a8d59b29,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/119/L13,05762c6297c1d62c4f19181b871abe216e874197d10c0c992d9fa15a2b05670e,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/121/L0,d7fbfc81b20fb89448aa555c51ec900f8c32255f2f224ef8d29b8c518e637e51,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/122/L0,00943cf3b81fafd705429a6e3bbf7b62b4c00dc7da56e43a4b0a7379b99dae21,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/124/L3,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/125/L5,cea5448019cc293d7a4eeec360b71ddbff96b64efbf7d69fbeef86e553b2a8d7,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/126/L0,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/126/L3,2596bac9255200a2ea28cefaf85c359f18a6aa3e517e9ef55a6d55433c28880b,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/126/L5,d38b79bbf85180ed31be82846653045cd71e58045ac38010585302fc7b0206f8,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/128/L1,20da178cb1004787793c71f45e3ee80679742fb9f9ac7581cb4b434907d4baa0,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/130/L7,78952a5e9dcfc80845d3b2d13268c985cab4a53fcb5f6425d21eb774895dcd45,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/134/L2,ba3342909f88695ed11c41950bd12ad8061eff2cf1c199d529e426f01a5d9fe2,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/136/L2,44b211cc015ee5df5991c67bdd450e92479ec6db0685e6fb302fc33e2123ce24,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/137/L4,f1d0b0c7aef6f499f656ce4afa3b3d53252fce8ed9eabfe7c11ad2479813fc37,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/141/L10,00b764704e39d408617194209c18f3bdf6e28b1ac195829b0edd8f3dbb9cb13e,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/145/L2,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/146/L6,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/147/L0,d6d21886431f2fdb56346c15fc1b4f822472882fe840ba9fd77aafc458216bd4,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/148/L0,51903404c0773f1eb855a891ef73971cbc399abeb21db34c03fae7bd60de1f9d,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/148/L6,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/148/L8,31f9886544870fdde6f4e247bf1fb894176e4a2364dec022e66815f2b880a032,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/15/L0,b6bac27541f7f3022bb9620bcc0941b4e2ae6dec3123f6c49d8d08848a9fc333,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/151/L0,085143edbe280fa1bdee2cfeae9f6546292dacf2a39a25f7a011d016dd10e2ec,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/152/L0,e7a9ca23ba958746108bf1e450657775d722541abfae7e05c83a377ad552bd3d,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/153/L1,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/153/L3,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/156/L2,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/157/L0,fffd480cfe71cd908790fede586756d9290930f34b2cfe3a440a9b1b74ae7c99,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/158/L0,f88bcd4aeabe44e1582d555d0ff2c1002bc289db3a43849e9d20e6bdf59c7243,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/16/L0,2251b1295109f91ad3783f7e824f5448d622413ca3195a4bab940ffb8aa7980c,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/160/L1,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/162/L1,1726e8b95c356e4927b76b16312571d6e99921616228c38934329bd2ef50de2e,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/163/L3,b5de22a512312438763e0a22cc2c6415891f72ea98c9c006252071013dc4de0a,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/17/L1,6dd6a530cc08783c24983bbc18e617228b124648f58f3f004653a2cce32974ae,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/19/L12,fa43b8986c1526ddf2670a5bc1e83274aecef7fae2106321ee1054f7559fd3fc,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/21/L2,ab2e64d50ffe4a4bc76195c87f5e73bcb8e69076e66885d2d19c334b97a995f2,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/26/L2,e834075e692a1d6e860dfc0693dc130c87afe77431e47cea26478d9ab19b904f,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/32/L1,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/32/L6,6ce9e1b487586f5ff240eefab923603a8426d20535fb1db07f83d17b5aed0f83,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/34/L0,4d54e59759aae4647e3e25fe1d67745dfe6e4a723bf1a7d8118e256fe14c2686,1,G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/34/L0,9a83c43b7272a01618ae3302a2a842dffa932665a0951c43e0e66b6ed0af03bf,2,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask
SingleLineInfilling/HumanEval/39/L5,578ddf0f43d86ab27ce1a266b3025686495108aad31111d68b923d0e604921d3,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/4/L1,2e67c68dfa8d9f07aa5afbf9c47f0acc31bb719fe0d0785ed43d8f44e980d900,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/40/L3,a35f000cd3c15467c580eb675be9aecb1bffefb2e87fdcd7fd341c02ac565727,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/47/L4,6ae4d587e1aad97c382b0b94ba88d21db9f2b6ef90baa86fcaae14a102cb6d8d,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/48/L1,88104ab64a42485207b5c8d8ecbdfe6d182167e72e4f4932204193b527623e6a,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/50/L0,64f1081092cf695dda4c50fe32e019a2f2b61d244586b885fb828609934c8422,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/51/L0,c03cf30ba8c31706867480075f93c45d83a15d8aa0c8ebe5f927de27e104e44e,1,E_oracle_sufficient_no_early_commit
SingleLineInfilling/HumanEval/51/L0,c65f21bdf2e4525b78acd3f903fa8002f277be933f169d544e13842ae7885386,1,F_oracle_sufficient_trace_remask
SingleLineInfilling/HumanEval/51/L0,fb43d7f1719e7f3e56b7ddc201f4bcc1b56488197123d50674181fe4c4a0a09a,1,G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/57/L0,3ccc870fda657224b4db4ebf8ae332391b2354e385b5ab8f957a3021fec36d31,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/6/L12,80ada23c1b2751eca7def73b283ce4d22adbeb3959c3ce60b614de436a3fc36d,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/60/L0,eb030123edfdd2dc6d99417e6d21148e2c2be9ed82de8ff6c39316bc68ecbb1a,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/62/L0,bac36bec7ffd67dba1665a23ee2ea5ec5f615db028dcc35e0a295e18f495e821,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/63/L6,2b235edfb38e29ff69315ab421d45be4be54bc237e61101f81376d948add96cb,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/64/L2,2928ae9c7fd87601391eabb87adfcaec48e34deaeab6750ed64967ae096008b5,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/65/L4,0466296388daf1eaebfc616b3eb2c1b8be0325c209de7ae6f0ac2163a5cee98f,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/66/L1,b9dec5d4576ac37a7a609d4d0b61672375a63884088d2850ab3cc8dd2148d59e,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/67/L4,06923962dbf211375ad40c4de4b5aba4ad358dd137624549b735f8a4d9baabb8,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/69/L0,8663f528b225d0f950252da0290423630a814b089317e0507b8d5c3dc3247562,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/71/L0,f00aa9b3bec38f914a86fe47e5ba9fb4ca4706eb4dc79b42bd3322c65ef90111,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/71/L3,f2483489d3fa92c2f800d8873d57d9b9189ecc1a2e12b7f8898a76aea7438958,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/77/L1,e6b91b0e5802fb26bf6722ba5deec813b66e63ab4dc1d5597954ed93b175a5fb,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/78/L0,56d26cab49e5e414f2cd162c0b7e704714d8c63e294311278d66b383c1215a2b,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/79/L0,9e686c7430de4c996d8b6cd9a8e1d1561059113adf40dcd0d9b849bfb9009cce,1,E_oracle_sufficient_no_early_commit
SingleLineInfilling/HumanEval/79/L0,ee22aa4059557bf13cee6bfabc910217ab78e5cabb92d31a0e87a556c6512c91,2,F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/80/L5,faa71988d2a8e1d874d463ff7e102cfe1fcad4ec7d449159652f6e9ee649ec5b,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/83/L1,96dcc8c98b3248609298a3c9a7647c9fe0eae5554b83a734ae04398f5a2bd80e,1,G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/83/L1,f50621721ac550fac991239272d45a770e826b8f315b5635ca852a3f1e3b9e75,2,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask
SingleLineInfilling/HumanEval/84/L0,ff07d3be1646c9b5acc1177989fcecb1125df03fb2edbac36e15f2bc2d3bce84,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/85/L0,ff82f09561d32c7f5c790a0f7dd3028043ede4ca0269f6d3fc4bee7e663668d0,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/86/L0,32ea1658002d801ce2d15567dfdfec7ea71eb3109ff777a948defbfddb4b8551,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/87/L0,81bb91f272012af397c8184529bc0fa9acafe9e1592218a72490ee36dd5d762f,2,F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/87/L0,b558361549cd7f8e81e104446b3767399a198111fda76fdb195e177ce2e1fb39,1,E_oracle_sufficient_no_early_commit
SingleLineInfilling/HumanEval/87/L1,8f18baae40efc6d3e45be48c990f404e7c79621a1a966e30ccb845625788c41c,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/88/L0,e093c411e13a3a403c04343b166a6df4307b4f994f0b38d2ca49ff6c9830068d,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/89/L4,1b7cb71401bf4f6118df2554a9eccfdd02e42ebea82815de5ce9d3e641cf8936,1,G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/89/L4,23b6c3be032fb0b033b5695db7e4e5436eef8f1b88146cc0f10d1c3a8bb7cc62,2,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask
SingleLineInfilling/HumanEval/90/L1,041676cc433c14c5ffb038176476ab7732f0f7bca4ecf1168a9e5d9603497c19,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/91/L1,57356489b461490dff35707edd1d8d8a43b63a188eb11e85b6eee7e8501a2d31,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/91/L2,511e7c07299d389836f20c6eef0c1c27f2053657d5410989d8b0be36002a772e,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/92/L1,f7fc61ab52cb3758d143e466a6691ee7db07222d35a06a5302f954b2197577da,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/92/L2,544f2c7e14d05ab40b40dbc7233f0dc35cea9b26a8206cbffab3adf619a6eab5,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/93/L1,275b355b4f6f34e3040663ea80e0f992bb5901e56f2e3c31da5aa18cf8db7362,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/93/L3,f70b76cf95bc7f3b9143bc8eba8d587f54c9a6485131357caad594dda5d85b66,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/94/L9,a45f9ca69b8a8b0fe8165ca7d4d7f2159965604b02ae3598979b1368071e6a57,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/95/L16,fe5e7f6ad2483cf2c0f1d3ce775feeda482e1c57e132dac4f923b5c0100a0962,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/97/L0,5023892c397900c979000bf00eb515bc8449cb029a83e44119058502bb1a1219,3,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask
