candidate_key,row_key,case_index,task_group,length_bucket,candidate_kind,control_label,deployable,canvas_tokens,seed,total_steps,status,passed,reference_middle_tokens_offline_only,candidate_middle_tokens,candidate_full_code_sha256,candidate_middle_sha256,candidate_full_ast_sha256,inverse_renamed_full_code_sha256,inverse_renamed_middle_sha256,inverse_renamed_full_ast_sha256,inverse_rename_tokenize_exact,mean_final_confidence,decode_sec,verification_sec,total_sec_including_probe,wall_sec,compile_passed,tier2_smoke_exec_passed,tier3_unit_tests_passed,error_type,error_message
HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1|deployable_grid|canvas=16|seed=1,HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1,13,HumanEval/13,long,deployable_grid,non_oracle_candidate,True,16,1,64,ok,True,17,16,62672de9ad427cb0e1e62fe00b0ce7e76315cd01b5dee7ff275f69f827126100,a1941f6d612c88f17a5792a435e56eebf25e3bb6aa87c7dbbfb8d221e293fa8c,1452de558b0676bb9a85539f1011d15bdc1b125119bc8d370573837ab85b9b33,,,,True,1.0,1.7279866329627112,0.12098609108943492,1.848972724052146,1.8528750410769135,True,True,True,,
HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1|deployable_grid|canvas=32|seed=0,HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1,13,HumanEval/13,long,deployable_grid,non_oracle_candidate,True,32,0,64,ok,False,17,32,27f3bb7f1a7d65e1423033ce998236cb2e4423c480c1e8dda2d85baac7a4a638,93a380e74bcfca38920563d8a6ca5e34443ae66c918566277f471dcff0e5bfda,a325a230a314c0e87e8db1a3539026215dbca581e75da306c6456f1fc2d4d646,,,,True,1.0,1.6975079129915684,0.1382683329284191,1.8357762459199876,1.8394459469709545,True,True,False,UnitTestFailure,failed:
HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1|deployable_grid|canvas=32|seed=1,HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1,13,HumanEval/13,long,deployable_grid,non_oracle_candidate,True,32,1,64,ok,False,17,32,27f3bb7f1a7d65e1423033ce998236cb2e4423c480c1e8dda2d85baac7a4a638,93a380e74bcfca38920563d8a6ca5e34443ae66c918566277f471dcff0e5bfda,a325a230a314c0e87e8db1a3539026215dbca581e75da306c6456f1fc2d4d646,,,,True,1.0,1.6719422140158713,0.1133330789161846,1.785275292932056,1.789346004021354,True,True,False,UnitTestFailure,failed:
HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1|deployable_grid|canvas=64|seed=0,HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1,13,HumanEval/13,long,deployable_grid,fixed64_control,True,64,0,64,ok,False,17,64,ce63d7e4b7b81f1b0e1b78180175c9093ff693198112577db01b9452537e657b,d623fd57ab855022c53a5161f08ce44a0e2362b140fe2f9d2692db8e6e7edee1,881f80a221e68e7a931cd0122823bd4f2f84d7fdef799fb53e39997dafda3027,,,,True,0.98828125,1.937630197033286,0.13366416993085295,2.071294366964139,2.0764977919170633,True,True,False,UnitTestFailure,failed:
HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1|deployable_grid|canvas=64|seed=1,HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1,13,HumanEval/13,long,deployable_grid,non_oracle_candidate,True,64,1,64,ok,False,17,64,ce63d7e4b7b81f1b0e1b78180175c9093ff693198112577db01b9452537e657b,d623fd57ab855022c53a5161f08ce44a0e2362b140fe2f9d2692db8e6e7edee1,881f80a221e68e7a931cd0122823bd4f2f84d7fdef799fb53e39997dafda3027,,,,True,0.98828125,1.9444056079955772,0.11823682393878698,2.062642431934364,2.068173407926224,True,True,False,UnitTestFailure,failed:
HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1|deployable_grid|canvas=128|seed=0,HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1,13,HumanEval/13,long,deployable_grid,non_oracle_candidate,True,128,0,64,ok,True,17,128,19991c6288dbdbfa62c288ae22ceff3e0f17425e6b63f04177045d99ee8a32d5,0008a894a12cef55e6197f55378373697db45525af76fa06fb5167736669e6b4,f5303e8ff684b8111ccbb1a91e6269eadc60a8bf43362f498b89a50d39361d82,,,,True,0.98046875,2.2053372759837657,0.12928885803557932,2.334626134019345,2.3402175350347534,True,True,True,,
HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1|deployable_grid|canvas=128|seed=1,HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1,13,HumanEval/13,long,deployable_grid,non_oracle_candidate,True,128,1,64,ok,True,17,128,19991c6288dbdbfa62c288ae22ceff3e0f17425e6b63f04177045d99ee8a32d5,0008a894a12cef55e6197f55378373697db45525af76fa06fb5167736669e6b4,f5303e8ff684b8111ccbb1a91e6269eadc60a8bf43362f498b89a50d39361d82,,,,True,0.98046875,2.212136161979288,0.12327748094685376,2.3354136429261416,2.339708981104195,True,True,True,,
HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1|oracle_sufficient_diagnostic_ceiling|canvas=17|seed=0,HumanEval-RandomSpanInfillingLight:13:4c9d3db0afe5e5b1,13,HumanEval/13,long,oracle_sufficient_diagnostic_ceiling,diagnostic_ceiling_only,False,17,0,64,ok,True,17,17,62355fe8a82acef674c619d9740741af7c021bf77779c2c95c598dd81db5191b,ab7e60392c6fa672a85d2c8d3afc2e7ab346495e623ddd7bdb9f21203af282c1,1452de558b0676bb9a85539f1011d15bdc1b125119bc8d370573837ab85b9b33,,,,True,0.99609375,1.7417700180085376,0.12798841984476894,1.8697584378533065,1.873314555035904,True,True,True,,
HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|deployable_grid|canvas=16|seed=0,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05,19,HumanEval/19,medium,deployable_grid,non_oracle_candidate,True,16,0,64,ok,False,9,16,0269212136b565197e0650b6ea305f8526f2da6121114c5e4fefb350dfbba37f,75a77a2f1cf19892546027b857e6efe6e012818922d0c9ce6e1d6fb8fb29f2d4,cc301e53e1869770678523f6471b58027fcc9281e96e722d24de82f0a926aac6,,,,True,0.99609375,2.1604726809309795,0.12617913098074496,2.2866518119117245,2.294701181934215,True,True,False,UnitTestFailure,failed: '<' not supported between instances of 'int' and 'str'
HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|deployable_grid|canvas=16|seed=1,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05,19,HumanEval/19,medium,deployable_grid,non_oracle_candidate,True,16,1,64,ok,False,9,16,0269212136b565197e0650b6ea305f8526f2da6121114c5e4fefb350dfbba37f,75a77a2f1cf19892546027b857e6efe6e012818922d0c9ce6e1d6fb8fb29f2d4,cc301e53e1869770678523f6471b58027fcc9281e96e722d24de82f0a926aac6,,,,True,0.99609375,2.1736444770358503,0.12655834504403174,2.300202822079882,2.3074442830402404,True,True,False,UnitTestFailure,failed: '<' not supported between instances of 'int' and 'str'
HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|deployable_grid|canvas=32|seed=0,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05,19,HumanEval/19,medium,deployable_grid,non_oracle_candidate,True,32,0,64,ok,False,9,32,1c35367cbc43d4f730600f1ca47055e5c45fae42d136595c4c397a71eba1474e,c86277e1f954650b638cfd72a3147674b78942c81830d026c95804160f90fcf6,,,,,True,0.99609375,2.199215483968146,0.00012610596604645252,2.1993415899341926,2.2037166020600125,False,False,False,SyntaxError,"unmatched ')' (<unknown>, line 24)"
HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|deployable_grid|canvas=32|seed=1,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05,19,HumanEval/19,medium,deployable_grid,non_oracle_candidate,True,32,1,64,ok,False,9,32,1c35367cbc43d4f730600f1ca47055e5c45fae42d136595c4c397a71eba1474e,c86277e1f954650b638cfd72a3147674b78942c81830d026c95804160f90fcf6,,,,,True,0.99609375,2.1644089880865067,0.00021517102140933275,2.164624159107916,2.168902053963393,False,False,False,SyntaxError,"unmatched ')' (<unknown>, line 24)"
HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|deployable_grid|canvas=64|seed=0,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05,19,HumanEval/19,medium,deployable_grid,fixed64_control,True,64,0,64,ok,False,9,64,e104aaa19128b8010beac4995a21f17d8c1bdcf726de154a2f8953a46cbbe0b3,2a9db9721c863e5613bd86914efb3cba574c717e960c61b8b27089db61803dfc,,,,,True,0.984375,2.738127005053684,0.00020567700266838074,2.7383326820563525,2.7434459569631144,False,False,False,SyntaxError,"unmatched ')' (<unknown>, line 24)"
HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|deployable_grid|canvas=64|seed=1,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05,19,HumanEval/19,medium,deployable_grid,non_oracle_candidate,True,64,1,64,ok,False,9,64,e104aaa19128b8010beac4995a21f17d8c1bdcf726de154a2f8953a46cbbe0b3,2a9db9721c863e5613bd86914efb3cba574c717e960c61b8b27089db61803dfc,,,,,True,0.984375,2.714926394051872,0.00011126603931188583,2.715037660091184,2.7198665880132467,False,False,False,SyntaxError,"unmatched ')' (<unknown>, line 24)"
HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|deployable_grid|canvas=128|seed=0,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05,19,HumanEval/19,medium,deployable_grid,non_oracle_candidate,True,128,0,64,ok,False,9,128,b214f4e5f79d99cf1efdcf17ebf75e2e5cf68097a15669ae227ba6a03e088f0a,3be1612eb9804b90cd3fa3bdf24b312888fe69b5c20df0cea3142708017a24a7,,,,,True,0.97265625,2.831333972979337,0.00010300392750650644,2.8314369769068435,2.8347848030971363,False,False,False,SyntaxError,"unmatched ')' (<unknown>, line 24)"
HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|deployable_grid|canvas=128|seed=1,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05,19,HumanEval/19,medium,deployable_grid,non_oracle_candidate,True,128,1,64,ok,False,9,128,b214f4e5f79d99cf1efdcf17ebf75e2e5cf68097a15669ae227ba6a03e088f0a,3be1612eb9804b90cd3fa3bdf24b312888fe69b5c20df0cea3142708017a24a7,,,,,True,0.97265625,2.837906465982087,0.00017162098083645105,2.8380780869629234,2.841147452010773,False,False,False,SyntaxError,"unmatched ')' (<unknown>, line 24)"
HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|oracle_sufficient_diagnostic_ceiling|canvas=9|seed=0,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05,19,HumanEval/19,medium,oracle_sufficient_diagnostic_ceiling,diagnostic_ceiling_only,False,9,0,64,ok,False,9,10,e9fb61c3ca88804c8459ca8bb868f463320c6395f83f83a8ceab3fd46f98b4c5,8e18ce16cd3e45647cf97aa26c8bc09284880ade0566b790d4fa8bf6b8712af4,d0c68f50f5b5e8b12696933d6e4be6ae5897a82ed1457b7e3e9ca0afce59e230,,,,True,0.99609375,2.1523231640458107,0.12340502406004816,2.275728188105859,2.280463668052107,True,True,False,UnitTestFailure,failed: '<' not supported between instances of 'NoneType' and 'int'
HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|deployable_grid|canvas=16|seed=0,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248,23,HumanEval/23,short,deployable_grid,non_oracle_candidate,True,16,0,64,ok,False,2,16,c0758c62050145a9db45b2af13062ea680d9e5a04b849eda76884e0349ebfca6,703632e719e34b94accfab060376e06b43a091fa0defccfd2ce91e527bd05de5,,,,,True,0.9921875,1.6866439859149978,0.00014943000860512257,1.6867934159236029,1.6889362150104716,False,False,False,SyntaxError,"expected ':' (<unknown>, line 14)"
HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|deployable_grid|canvas=16|seed=1,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248,23,HumanEval/23,short,deployable_grid,non_oracle_candidate,True,16,1,64,ok,False,2,16,c0758c62050145a9db45b2af13062ea680d9e5a04b849eda76884e0349ebfca6,703632e719e34b94accfab060376e06b43a091fa0defccfd2ce91e527bd05de5,,,,,True,0.9921875,1.6536357420263812,0.00011250702664256096,1.6537482490530238,1.655678270966746,False,False,False,SyntaxError,"expected ':' (<unknown>, line 14)"
HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|deployable_grid|canvas=32|seed=0,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248,23,HumanEval/23,short,deployable_grid,non_oracle_candidate,True,32,0,64,ok,False,2,32,eccafb61a04bca80a481f37c623f2c4d11562878bd8a13291e815e0f338b651c,4c4a5893835b29e5b422da26023048c4b0155dd5ffa3e29fd0003b636bd5a3e2,,,,,True,0.98828125,1.7433524539228529,0.0001513219904154539,1.7435037759132683,1.74621011398267,False,False,False,SyntaxError,"unterminated triple-quoted string literal (detected at line 16) (<unknown>, line 15)"
HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|deployable_grid|canvas=32|seed=1,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248,23,HumanEval/23,short,deployable_grid,non_oracle_candidate,True,32,1,64,ok,False,2,32,eccafb61a04bca80a481f37c623f2c4d11562878bd8a13291e815e0f338b651c,4c4a5893835b29e5b422da26023048c4b0155dd5ffa3e29fd0003b636bd5a3e2,,,,,True,0.98828125,1.7230931100202724,0.00013109296560287476,1.7232242029858753,1.7256910370197147,False,False,False,SyntaxError,"unterminated triple-quoted string literal (detected at line 16) (<unknown>, line 15)"
HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|deployable_grid|canvas=64|seed=0,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248,23,HumanEval/23,short,deployable_grid,fixed64_control,True,64,0,64,ok,False,2,64,cdbd18dd3944f2328a8af566fff6e7ede5cd68674015104db52b8ff57ffec6cb,fccf3686228144595d3c4ec99086dd18066ec7303f3d95ea5e5386d28cb76bc6,3e2a59246e6079a267a8526b75fc6f9a107b9b44d9b181bdcd201ef87899c00f,,,,True,0.9765625,1.744025424006395,0.10382093000225723,1.8478463540086523,1.8522566000465304,True,True,False,UnitTestFailure,failed:
HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|deployable_grid|canvas=64|seed=1,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248,23,HumanEval/23,short,deployable_grid,non_oracle_candidate,True,64,1,64,ok,False,2,64,cdbd18dd3944f2328a8af566fff6e7ede5cd68674015104db52b8ff57ffec6cb,fccf3686228144595d3c4ec99086dd18066ec7303f3d95ea5e5386d28cb76bc6,3e2a59246e6079a267a8526b75fc6f9a107b9b44d9b181bdcd201ef87899c00f,,,,True,0.9765625,1.7556268280604854,0.11269275099039078,1.8683195790508762,1.8726874960120767,True,True,False,UnitTestFailure,failed:
HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|deployable_grid|canvas=128|seed=0,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248,23,HumanEval/23,short,deployable_grid,non_oracle_candidate,True,128,0,64,ok,False,2,128,639d0cdccb263e1205a33b4115c9efdd4924521bb5153a87f30af43d655d475d,827004d4672d675e4cfaedc561c47c14665a3c418c625ea2cb55fcf54c2eeee3,d88879dc844468e162c1703276298efabd57aa0ed7c8b675c45000dd4d0b5974,,,,True,0.98046875,2.0212477900786325,0.11256147804670036,2.133809268125333,2.1397966399090365,True,True,False,UnitTestFailure,failed:
HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|deployable_grid|canvas=128|seed=1,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248,23,HumanEval/23,short,deployable_grid,non_oracle_candidate,True,128,1,64,ok,False,2,128,639d0cdccb263e1205a33b4115c9efdd4924521bb5153a87f30af43d655d475d,827004d4672d675e4cfaedc561c47c14665a3c418c625ea2cb55fcf54c2eeee3,d88879dc844468e162c1703276298efabd57aa0ed7c8b675c45000dd4d0b5974,,,,True,0.98046875,2.0258087510010228,0.13827497384045273,2.1640837248414755,2.1698651710757986,True,True,False,UnitTestFailure,failed:
HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|oracle_sufficient_diagnostic_ceiling|canvas=2|seed=0,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248,23,HumanEval/23,short,oracle_sufficient_diagnostic_ceiling,diagnostic_ceiling_only,False,2,0,64,ok,True,2,2,15638c03343e602172953e5c17867209cc4492b01d638abdadad48eae0ef4f5b,ebc4cb37be519a0dd518dea9c0f664feb1d408d7d44a3cee1f2b06e9d9c3ee73,ecf0b8f0835dbba129772282d04f74fd14c6e0b7069f6b5973bffeeaab44c74d,,,,True,1.0,1.5553950869943947,0.1430956160183996,1.6984907030127943,1.7024820209480822,True,True,True,,
HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef|deployable_grid|canvas=16|seed=0,HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef,27,HumanEval/28,short,deployable_grid,non_oracle_candidate,True,16,0,64,ok,True,2,16,b1fdb34caa1cbf7ed9ad3ce3ae16526d049323072db0fadfa62bb85c068be5b5,fb248d915160b437a360f3b6a00eef6fc984c15811b51bd95aa54f2ed2397f90,2d2f37473087945b5aae94e3e555ed76844e0fdf2dad0f23b200066d8b3f7198,,,,True,0.9921875,1.7138964190380648,0.11398287396878004,1.8278792930068448,1.833684453042224,True,True,True,,
HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef|deployable_grid|canvas=16|seed=1,HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef,27,HumanEval/28,short,deployable_grid,non_oracle_candidate,True,16,1,64,ok,True,2,16,b1fdb34caa1cbf7ed9ad3ce3ae16526d049323072db0fadfa62bb85c068be5b5,fb248d915160b437a360f3b6a00eef6fc984c15811b51bd95aa54f2ed2397f90,2d2f37473087945b5aae94e3e555ed76844e0fdf2dad0f23b200066d8b3f7198,,,,True,0.9921875,1.7451306279981509,0.12462448910810053,1.8697551171062514,1.875386493979022,True,True,True,,
HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef|deployable_grid|canvas=32|seed=0,HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef,27,HumanEval/28,short,deployable_grid,non_oracle_candidate,True,32,0,64,ok,False,2,32,00a8f7d304eacfba16981736a3de2d81eb80b456879cd56e9722b4e4ab57e5f0,41a83322dcf4cc9530d02a0bc738edb70b81a491c2eef21e1d1e25887b6cadbe,,,,,True,0.9921875,1.713111774995923,0.0002211598912253976,1.7133329348871484,1.7171037170337513,False,False,False,SyntaxError,"invalid syntax (<unknown>, line 15)"
HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef|deployable_grid|canvas=32|seed=1,HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef,27,HumanEval/28,short,deployable_grid,non_oracle_candidate,True,32,1,64,ok,False,2,32,00a8f7d304eacfba16981736a3de2d81eb80b456879cd56e9722b4e4ab57e5f0,41a83322dcf4cc9530d02a0bc738edb70b81a491c2eef21e1d1e25887b6cadbe,,,,,True,0.9921875,1.694209938053973,0.00020474696066230536,1.6944146850146353,1.6975622839527205,False,False,False,SyntaxError,"invalid syntax (<unknown>, line 15)"
HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef|deployable_grid|canvas=64|seed=0,HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef,27,HumanEval/28,short,deployable_grid,fixed64_control,True,64,0,64,ok,True,2,64,460d4bc1ccf1c96b12eb1a5d517b8fa9391b2f2e11d20784a5e25a3cbeb8dbbb,a7d3e331449c6401223846704df29117742ebdac3597b32819165358393a529d,f46973b95fcae04dc03cd7ceb73fb7ecdec29fb9052f69bd87a371fdae499663,,,,True,0.9765625,1.9153068260056898,0.12984865007456392,2.0451554760802537,2.0490697590867057,True,True,True,,
HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef|deployable_grid|canvas=64|seed=1,HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef,27,HumanEval/28,short,deployable_grid,non_oracle_candidate,True,64,1,64,ok,True,2,64,460d4bc1ccf1c96b12eb1a5d517b8fa9391b2f2e11d20784a5e25a3cbeb8dbbb,a7d3e331449c6401223846704df29117742ebdac3597b32819165358393a529d,f46973b95fcae04dc03cd7ceb73fb7ecdec29fb9052f69bd87a371fdae499663,,,,True,0.9765625,1.9268382550217211,0.1421786838909611,2.0690169389126822,2.073615299887024,True,True,True,,
